filename,label
unlabeled_pool/6Oct13-623-1.BMP,1
unlabeled_pool/6Oct13-380-2.BMP,1
unlabeled_pool/6Oct13-795-1.BMP,1
unlabeled_pool/6Oct13-208.BMP,0
unlabeled_pool/6Oct13-682-1.BMP,1
unlabeled_pool/6Oct13-772.BMP,1
unlabeled_pool/6Oct13-791-1.BMP,1
unlabeled_pool/6Oct13-782-1.BMP,1
unlabeled_pool/6Oct13-479-1.BMP,1
unlabeled_pool/6Oct13-726-4.BMP,1
unlabeled_pool/6Oct13-619-1.BMP,1
unlabeled_pool/6Oct13-191.BMP,0
unlabeled_pool/6Oct13-726-6.BMP,1
unlabeled_pool/6Oct13-689-1.BMP,1
unlabeled_pool/6Oct13-276.BMP,0
unlabeled_pool/6Oct13-637-3.BMP,1
unlabeled_pool/6Oct13-688-1.BMP,1
unlabeled_pool/6Oct13-682-2.BMP,1
unlabeled_pool/6Oct13-259-1.BMP,1
unlabeled_pool/6Oct13-732.BMP,1
