filename,label
unlabeled_pool/6Oct13-793-2.BMP,1
unlabeled_pool/6Oct13-473-1.BMP,1
unlabeled_pool/6Oct13-347-1.BMP,1
unlabeled_pool/6Oct13-703-3.BMP,1
unlabeled_pool/6Oct13-328-1.BMP,1
unlabeled_pool/6Oct13-236-5.BMP,1
unlabeled_pool/6Oct13-784-2.BMP,1
unlabeled_pool/6Oct13-637-2.BMP,1
unlabeled_pool/6Oct13-632-2.BMP,1
unlabeled_pool/6Oct13-706-2.BMP,1
unlabeled_pool/6Oct13-213.BMP,0
unlabeled_pool/6Oct13-480-1.BMP,1
unlabeled_pool/6Oct13-395-1.BMP,1
unlabeled_pool/6Oct13-696-1.BMP,1
unlabeled_pool/6Oct13-692-1.BMP,1
unlabeled_pool/6Oct13-727-2.BMP,1
unlabeled_pool/6Oct13-9.BMP,0
unlabeled_pool/6Oct13-262.BMP,0
unlabeled_pool/6Oct13-284-1.BMP,1
unlabeled_pool/6Oct13-415-1.BMP,1
