rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,diversity_raw,diversity_norm,drift_novelty_raw,drift_norm,combined_score,selected
1,unlabeled_pool/6Oct13-793-2.BMP,0.00012907147174701095,0.9998708963394165,1,0.0018537895154880012,13.802375012256217,1.0,12.962537042298422,1.0,0.6672845965051626,True
2,unlabeled_pool/6Oct13-473-1.BMP,0.0002834049519151449,0.999716579914093,1,0.003748714917706711,13.120641037322175,0.9136317240550961,10.755302887563598,0.7299156006004935,0.5490986798577654,True
3,unlabeled_pool/6Oct13-347-1.BMP,0.00043361246935091913,0.999566376209259,1,0.0054694688772199546,11.153622202906325,0.6644318429781877,12.424673444795452,0.9341852488197384,0.5346955202250487,True
4,unlabeled_pool/6Oct13-703-3.BMP,8.898633677745238e-05,0.9999109506607056,1,0.0013258705074881362,12.473097671302869,0.8315950261949692,10.718666149437,0.7254326093457356,0.519451168682731,True
5,unlabeled_pool/6Oct13-328-1.BMP,0.0008698993478901684,0.9991300702095032,1,0.010098645610255853,10.25814303642715,0.5509843772554053,12.32153142971331,0.92156445408595,0.494215825650537,True
6,unlabeled_pool/6Oct13-236-5.BMP,9.734924242366105e-05,0.999902606010437,1,0.0014378248121495673,12.473097671302869,0.8315950261949692,9.625181975488061,0.5916303048913876,0.4748877186328354,True
7,unlabeled_pool/6Oct13-784-2.BMP,0.0005210034432820976,0.9994789958000183,1,0.006433736434092633,11.195526121336615,0.669740613441784,10.247891271362606,0.6678270535761557,0.4480004678173441,True
8,unlabeled_pool/6Oct13-637-2.BMP,0.0004922161460854113,0.9995077848434448,1,0.0061186195108384675,11.271929900890335,0.6794201408796938,9.756565365456666,0.6077068067408277,0.4310818557104533,True
9,unlabeled_pool/6Oct13-632-2.BMP,0.00027887331089004874,0.999721109867096,1,0.0036952619423831815,11.309638286996238,0.6841973830538817,9.057654813974315,0.5221858228768539,0.40335948929103954,True
10,unlabeled_pool/6Oct13-706-2.BMP,0.00036543875467032194,0.9996345043182373,1,0.004699812370347408,11.195526121336615,0.669740613441784,9.155946360270606,0.5342130983657437,0.40288450805929166,True
11,unlabeled_pool/6Oct13-213.BMP,0.8484145402908325,0.15158548951148987,0,0.6137937758578729,6.816235469500303,0.11493214361698097,7.878156752976806,0.3778585775259107,0.3688614990002548,True
12,unlabeled_pool/6Oct13-480-1.BMP,0.0004835708241444081,0.999516487121582,1,0.006023434853455621,9.498538728061089,0.45475077745535836,9.473883333338948,0.5731169075668915,0.3446303732919018,True
13,unlabeled_pool/6Oct13-395-1.BMP,0.00020248765940777957,0.999797523021698,1,0.00277658191464005,10.581138512576914,0.5919043892230609,8.025832659566634,0.395928685063678,0.330203218733793,True
14,unlabeled_pool/6Oct13-696-1.BMP,0.00036856974475085735,0.999631404876709,1,0.004735495822120367,9.885213718871713,0.5037382909653844,8.513527261902661,0.4556045937024385,0.3213594601633144,True
15,unlabeled_pool/6Oct13-692-1.BMP,0.000615952187217772,0.9993840456008911,1,0.0074574254150005445,9.463967468874968,0.4503709751234611,8.907297640376449,0.5037876267273992,0.32053867575528694,True
16,unlabeled_pool/6Oct13-727-2.BMP,0.0005848218570463359,0.9994151592254639,1,0.0071243202653353994,8.684989717390154,0.3516829709035007,9.686778264226378,0.5991674284962574,0.31932490655503115,True
17,unlabeled_pool/6Oct13-9.BMP,0.826095461845398,0.17390455305576324,0,0.6665592543878562,6.519851882496987,0.07738356841164591,6.0937875595986455,0.15951731959153392,0.30115338079701204,True
18,unlabeled_pool/6Oct13-262.BMP,0.9210063815116882,0.07899364829063416,0,0.39862324408521116,8.704188128301777,0.35411520064748414,5.538397370128156,0.09155795722223589,0.2814321339849771,True
19,unlabeled_pool/6Oct13-284-1.BMP,0.0004096143238712102,0.9995903372764587,1,0.005200470066014618,8.684989717390154,0.3516829709035007,8.634896997034447,0.4704557919534387,0.27577974430765134,True
20,unlabeled_pool/6Oct13-415-1.BMP,0.000309444178128615,0.9996905326843262,1,0.004053908373265931,8.56592099559697,0.3365982595668893,8.42809694370401,0.4451510602013843,0.26193440938051316,True
21,unlabeled_pool/6Oct13-198.BMP,0.9121066927909851,0.0878932923078537,0,0.4293985524834105,6.816235469500303,0.11493214361698097,6.702740509578157,0.23403079674345542,0.25945383094794894,False
22,unlabeled_pool/6Oct13-332.BMP,0.019572729244828224,0.9804272651672363,1,0.13903478290406215,8.150227219388947,0.28393438173156904,7.682998851053928,0.35397841754567483,0.25898252739376865,False
23,unlabeled_pool/6Oct13-749.BMP,0.918562114238739,0.08143789321184158,0,0.4072255322803049,7.440410888293122,0.1940083768552317,6.149841689004851,0.16637628643112418,0.2558700651888869,False
24,unlabeled_pool/6Oct13-424-1.BMP,0.0004464785160962492,0.9995535016059875,1,0.0056129308966342065,8.56592099559697,0.3365982595668893,8.224133030780145,0.42019336787723965,0.2541348527802544,False
25,unlabeled_pool/6Oct13-300-2.BMP,0.0009299722732976079,0.9990701079368591,1,0.010706235452193976,8.760190433569894,0.3612100833037512,7.970853399439885,0.3892012427490921,0.25370585383501243,False
26,unlabeled_pool/6Oct13-422.BMP,0.04748234525322914,0.9525176882743835,1,0.27560426632619833,7.169811272538702,0.159726350224061,6.877751680833504,0.25544573678292004,0.23025878444439313,False
27,unlabeled_pool/6Oct13-754-1.BMP,0.0005282756756059825,0.9994717240333557,1,0.00651297138978026,8.178239838284618,0.28748327571027216,7.994090220323305,0.39204457624807315,0.22868027444937516,False
28,unlabeled_pool/6Oct13-724-1.BMP,0.0007205928559415042,0.9992794394493103,1,0.00856110323963863,8.178239838284618,0.28748327571027216,7.594904741100153,0.3431989337621078,0.2130811042373395,False
29,unlabeled_pool/6Oct13-419.BMP,0.015943530946969986,0.9840564727783203,1,0.1180142916839936,7.89659407045415,0.2518018218161052,6.977991372069033,0.26771139366633856,0.21250916905547912,False
30,unlabeled_pool/6Oct13-299.BMP,0.0059858690947294235,0.9940142035484314,1,0.05281077699611651,9.465917499982835,0.450618022844446,5.870459837523634,0.1321902081672655,0.211873002669276,False
31,unlabeled_pool/6Oct13-204.BMP,0.9766808152198792,0.02331918478012085,0,0.15969165088153184,7.535564827832656,0.20606334552272446,6.710073501922384,0.2349280857006978,0.2002276940349847,False
32,unlabeled_pool/6Oct13-485-1.BMP,0.0001677965046837926,0.9998321533203125,1,0.0023464671666582402,8.255946386105457,0.29732784971080567,7.239200687629828,0.2996738209237535,0.1997827126004058,False
33,unlabeled_pool/6Oct13-223.BMP,0.007938121445477009,0.9920618534088135,1,0.06679091620243678,7.538694849151815,0.20645988516273983,7.436227833883015,0.32378270776162676,0.19901116970893445,False
34,unlabeled_pool/6Oct13-369.BMP,0.004868602380156517,0.9951313734054565,1,0.04440876731005665,8.065707985135834,0.273226714496221,6.950311024310379,0.264324335667291,0.19398660582452287,False
35,unlabeled_pool/6Oct13-82.BMP,0.021211594343185425,0.9787883758544922,1,0.1481903467279275,7.169811272538702,0.159726350224061,6.839741349055712,0.25079466811077267,0.18623712168758705,False
36,unlabeled_pool/6Oct13-7.BMP,0.0138334259390831,0.9861665964126587,1,0.1052497592330836,7.538694849151815,0.20645988516273983,6.735210811417184,0.23800396920986636,0.1832378712018966,False
37,unlabeled_pool/6Oct13-210.BMP,0.946544349193573,0.05345569923520088,0,0.3008989251092641,5.90903723891761,0.0,5.857560357748647,0.13061178557892353,0.1438369035627292,False
38,unlabeled_pool/6Oct13-207.BMP,0.9552706480026245,0.0447293221950531,0,0.26357082934759446,5.936795338870965,0.003516649198405532,5.256817354645778,0.05710290441267186,0.10806346098622395,False
39,unlabeled_pool/6Oct13-202.BMP,0.9889801740646362,0.011019856669008732,0,0.08748072756720654,6.860705459121662,0.1205660073763104,4.790150337837559,0.0,0.06934891164783898,False
40,unlabeled_pool/6Oct13-205.BMP,0.9797149896621704,0.02028495818376541,0,0.14303759908443783,5.90903723891761,0.0,5.138322530961044,0.04260348974106132,0.06188036294183305,False
