filename,label
unlabeled_pool/6Oct13-776-1.BMP,1
unlabeled_pool/6Oct13-726-3.BMP,1
unlabeled_pool/6Oct13-718.BMP,1
unlabeled_pool/6Oct13-584-2.BMP,1
unlabeled_pool/6Oct13-199.BMP,0
unlabeled_pool/6Oct13-625-4.BMP,1
unlabeled_pool/6Oct13-791-2.BMP,1
unlabeled_pool/6Oct13-612-4.BMP,1
unlabeled_pool/6Oct13-778-1.BMP,1
unlabeled_pool/6Oct13-395-2.BMP,1
unlabeled_pool/6Oct13-249-1.BMP,1
unlabeled_pool/6Oct13-406-1.BMP,1
unlabeled_pool/6Oct13-584-1.BMP,1
unlabeled_pool/6Oct13-248.BMP,0
unlabeled_pool/6Oct13-719-1.BMP,1
unlabeled_pool/6Oct13-745-1.BMP,1
unlabeled_pool/6Oct13-791-4.BMP,1
unlabeled_pool/6Oct13-381-1.BMP,1
unlabeled_pool/6Oct13-545-3.BMP,1
unlabeled_pool/6Oct13-338-1.BMP,1
