rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,diversity_raw,diversity_norm,drift_novelty_raw,drift_norm,combined_score,selected
1,unlabeled_pool/6Oct13-643-1.BMP,0.0027503776364028454,0.9972496628761292,1,0.027357573480264408,18.38722343149441,0.988574040916535,19.70622350259152,1.0,0.6719772047989331,True
2,unlabeled_pool/6Oct13-726-1.BMP,0.000903751642908901,0.9990962743759155,1,0.010441754383344454,18.527254895330913,1.0,17.227285979129096,0.8306321272319545,0.6136912938717662,True
3,unlabeled_pool/6Oct13-871.BMP,0.023600338026881218,0.9763996601104736,1,0.16120409711740538,17.17010601881915,0.8892625477992641,16.123553436784587,0.7552220650450483,0.6018962366539058,True
4,unlabeled_pool/6Oct13-136.BMP,0.2576259672641754,0.7423740029335022,1,0.8231427822855832,12.210341047616492,0.4845672738090497,11.550188485164842,0.4427571134613207,0.5834890565186512,True
5,unlabeled_pool/6Oct13-451-1.BMP,0.45292964577674866,0.5470703840255737,1,0.9935975835386046,10.270079019797949,0.32625032179218166,9.415104892135025,0.29688229293404284,0.5389100660882763,True
6,unlabeled_pool/6Oct13-376.BMP,0.6176794171333313,0.3823205828666687,0,0.9596645025828284,9.111875350741334,0.23174593420389605,10.251760338178014,0.3540449086897559,0.5151517818254934,True
7,unlabeled_pool/6Oct13-730-1.BMP,0.0003981123154517263,0.9996019005775452,1,0.005070715954495525,15.829755012172265,0.7798957288012884,14.915309262813436,0.6726714789197259,0.4858793078918366,True
8,unlabeled_pool/6Oct13-430.BMP,0.5771406888961792,0.4228592813014984,0,0.9827611833140693,7.865368780660534,0.13003641352329612,7.024550121850772,0.13355297448755274,0.41545019044163933,True
9,unlabeled_pool/6Oct13-609-1.BMP,4.173656634520739e-05,0.9999582767486572,1,0.0006673899521619699,14.927746274408241,0.7062957345696135,11.76602500694941,0.4575036620186428,0.3881555955134727,True
10,unlabeled_pool/6Oct13-648-2.BMP,0.0001131836324930191,0.9998867511749268,1,0.0016471038283844227,14.645583620320549,0.68327248784949,10.310190494065454,0.3580370186620712,0.34765220344664854,True
11,unlabeled_pool/6Oct13-607.BMP,0.9110546112060547,0.0889454111456871,0,0.432939877512529,10.013635624636208,0.3053256548632977,8.875983971450003,0.2600480594622623,0.332771197279363,True
12,unlabeled_pool/6Oct13-730-2.BMP,0.0005823950050398707,0.9994176626205444,1,0.007098140971492422,13.282083682628153,0.5720168166485498,10.924502918510125,0.4000085437845969,0.32637450046821304,True
13,unlabeled_pool/6Oct13-371.BMP,0.749358594417572,0.2506413459777832,0,0.8122931134214763,6.645395093354327,0.03049186080520243,6.934882764779772,0.12742665247253232,0.32340387556640365,True
14,unlabeled_pool/6Oct13-682-3.BMP,5.533194052986801e-05,0.9999446868896484,1,0.0008622759266893786,12.440819200917103,0.5033732898078546,11.861269235795545,0.46401101134892014,0.32274885902782136,True
15,unlabeled_pool/6Oct13-633-1.BMP,0.0001230545312864706,0.9998769760131836,1,0.0017757584479640661,10.164363343710074,0.3176243819043346,11.632735171733927,0.44839693155916815,0.25593235730382224,True
16,unlabeled_pool/6Oct13-455.BMP,0.058431755751371384,0.9415683150291443,1,0.3211877642840299,8.725611730641587,0.2002285009230173,7.183609876376624,0.14442037715989745,0.2219455474556482,True
17,unlabeled_pool/6Oct13-783-2.BMP,8.648166112834588e-05,0.9999134540557861,1,0.0012921182768266825,10.917768454422658,0.37909896577590146,8.849216174150223,0.25821920946324434,0.21287009783865746,True
18,unlabeled_pool/6Oct13-367.BMP,0.8842392563819885,0.11576071381568909,0,0.517051171657444,6.645395093354327,0.03049186080520243,6.188794313861683,0.07645182449368651,0.20799828565211095,True
19,unlabeled_pool/6Oct13-290-1.BMP,0.0001472865988034755,0.9998526573181152,1,0.002087378709086297,9.951356151286289,0.3002439204106266,9.592211367899608,0.3089826975508547,0.2037713322235225,True
20,unlabeled_pool/6Oct13-273-2.BMP,0.00013189851597417146,0.9998680353164673,1,0.0018903177711734923,9.701213746804934,0.27983338694665755,9.698275402740196,0.31622928597356553,0.19931766356379885,True
21,unlabeled_pool/6Oct13-649-1.BMP,0.0001235638774232939,0.9998763799667358,1,0.0017824975041087145,9.514663459277807,0.26461169395070155,9.080607040374943,0.2740284738837925,0.1801408884462009,False
22,unlabeled_pool/6Oct13-192.BMP,0.9823672771453857,0.017632732167840004,0,0.12793428284798672,8.323320487965882,0.16740328327182066,7.6663530256621994,0.17740272524814055,0.1575800971226493,False
23,unlabeled_pool/6Oct13-340-1.BMP,8.547388279112056e-05,0.9999145269393921,1,0.0012784137461320977,8.66412317071735,0.19521130156976468,9.048440031935257,0.27183073483584264,0.15610681671724647,False
24,unlabeled_pool/6Oct13-401.BMP,0.020268520340323448,0.9797315001487732,1,0.1429455352966712,8.953711244129408,0.21884043024708055,6.40999491796927,0.09156486200194158,0.1511169425152311,False
25,unlabeled_pool/6Oct13-701-1.BMP,0.0008456240175291896,0.9991543292999268,1,0.009851401825366394,9.56901348126863,0.26904641962190945,7.455725786377948,0.163012089289412,0.14730330357889593,False
26,unlabeled_pool/6Oct13-751.BMP,0.00914668571203947,0.9908533692359924,1,0.07508151644650145,8.725611730641587,0.2002285009230173,7.3856167992568995,0.15822204924272737,0.1445106888707487,False
27,unlabeled_pool/6Oct13-273-1.BMP,0.000279975967714563,0.99972003698349,1,0.003708235700109424,9.56901348126863,0.26904641962190945,7.419394342539235,0.1605298244887405,0.1444281599369198,False
28,unlabeled_pool/6Oct13-720.BMP,0.013828222639858723,0.9861717820167542,1,0.1052177535406557,8.953711244129408,0.21884043024708055,6.603637470338561,0.10479505714068521,0.14295108030947382,False
29,unlabeled_pool/6Oct13-210.BMP,0.9483222365379333,0.05167776346206665,0,0.2934816725219063,6.271700432585723,0.0,6.186686354233196,0.07630780285749006,0.1232631584597988,False
30,unlabeled_pool/6Oct13-412-1.BMP,8.004577830433846e-05,0.9999198913574219,1,0.0012048959132777935,7.845093957202824,0.12838207601295812,8.412452520913407,0.22837830780639334,0.1193217599108764,False
31,unlabeled_pool/6Oct13-424-1.BMP,0.00015481264563277364,0.9998451471328735,1,0.0021828810895766024,7.716236384040704,0.11786785786364266,8.467145379007224,0.2321150752494131,0.11738860473421078,False
32,unlabeled_pool/6Oct13-193.BMP,0.9958978295326233,0.004102096427232027,0,0.03843328292716039,8.006362848335012,0.1415409168979151,7.557571678374062,0.1699704825180776,0.11664822744771769,False
33,unlabeled_pool/6Oct13-299.BMP,0.0024701969232410192,0.9975298047065735,1,0.024954099710429403,9.327409775753978,0.24933260689731288,6.151052830816749,0.07387322191176118,0.11605330950650114,False
34,unlabeled_pool/6Oct13-777-1.BMP,0.00034478463931009173,0.9996552467346191,1,0.004463006821432064,7.130770288685686,0.07009636803552137,8.730231239586882,0.25008982940920776,0.10821640142205373,False
35,unlabeled_pool/6Oct13-468.BMP,0.9882853031158447,0.01171473041176796,0,0.09195758569681006,7.155034618153554,0.07207623190391077,6.931964848405617,0.12722729234968605,0.09708703665013563,False
36,unlabeled_pool/6Oct13-646-1.BMP,6.613143341382965e-05,0.9999338388442993,1,0.0010136361590363627,7.845093957202824,0.12838207601295812,7.273402889819684,0.15055528436604673,0.09331699884601374,False
37,unlabeled_pool/6Oct13-146.BMP,0.9829409718513489,0.017058992758393288,0,0.12459283856506997,7.155034618153554,0.07207623190391077,6.203323226851079,0.07744448004202364,0.09137118350366812,False
38,unlabeled_pool/6Oct13-189.BMP,0.9639036059379578,0.03609639033675194,0,0.22409865263437537,6.271700432585723,0.0,5.343472148851678,0.018697074510535677,0.08093190904830368,False
39,unlabeled_pool/6Oct13-491-1.BMP,0.0002734717563726008,0.9997264742851257,1,0.0036314595853135087,7.130770288685686,0.07009636803552137,7.450607703899304,0.1626624077287212,0.07879674511651868,False
40,unlabeled_pool/6Oct13-202.BMP,0.992572546005249,0.0074274553917348385,0,0.0632094274520763,7.318222215469527,0.08539163087766068,5.069814111907352,0.0,0.04953368610991232,False
