rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,diversity_raw,diversity_norm,drift_novelty_raw,drift_norm,combined_score,selected
1,unlabeled_pool/6Oct13-726-2.BMP,0.0017245272174477577,0.9982755184173584,1,0.018316196017915082,17.90474397583344,1.0,17.242095879242605,1.0,0.672772065339305,True
2,unlabeled_pool/6Oct13-211.BMP,0.879981279373169,0.12001878768205643,0,0.5294147831166277,12.533507064774593,0.5608490985973625,12.693616241489222,0.6243655651913471,0.5715431489684457,True
3,unlabeled_pool/6Oct13-335.BMP,0.4486820101737976,0.5513179898262024,1,0.9923878234755805,7.987559055617003,0.1891735983339543,8.409204695679282,0.27053909180453956,0.48403350453802474,True
4,unlabeled_pool/6Oct13-220.BMP,0.7960892915725708,0.2039107382297516,0,0.7296809204536129,9.236065218885235,0.2912511302106684,8.768800155624964,0.3002361440316815,0.44038939823198753,True
5,unlabeled_pool/6Oct13-380-1.BMP,0.00013811519602313638,0.9998618364334106,1,0.001970205110930114,14.369053486057505,0.710922885849817,12.288250578420858,0.5908885984102603,0.4345938964570024,True
6,unlabeled_pool/6Oct13-648-1.BMP,0.0016714328667148948,0.9983286261558533,1,0.0178277314398365,14.489249090943796,0.7207500465400805,11.576998925989075,0.5321501552939367,0.4235759777579512,True
7,unlabeled_pool/6Oct13-459.BMP,0.8534127473831177,0.14658719301223755,0,0.6012335141274088,9.236065218885235,0.2912511302106684,8.629255000422225,0.28871186126480125,0.39373216853429277,True
8,unlabeled_pool/6Oct13-688-2.BMP,4.247157266945578e-05,0.9999575614929199,1,0.0006780452454388629,12.94208200491631,0.5942540770455005,10.180936222606405,0.4168568559264125,0.33726299273911725,True
9,unlabeled_pool/6Oct13-280.BMP,0.008269388228654861,0.9917306303977966,1,0.06908837267016987,11.07712314486626,0.44177553662149166,11.139169942290355,0.4959922177120179,0.3356187090012265,True
10,unlabeled_pool/6Oct13-783-1.BMP,2.7841670089401305e-05,0.9999721050262451,1,0.0004615545204583416,10.982239676429534,0.43401788947574654,12.000544545581189,0.567128506765627,0.3338693169206106,True
11,unlabeled_pool/6Oct13-293-1.BMP,0.9466080665588379,0.0533919557929039,0,0.30063460618765697,9.815100656835437,0.3385929136267669,9.51829380110732,0.3621327873796332,0.3337867690646857,True
12,unlabeled_pool/6Oct13-637-1.BMP,7.480554631911218e-05,0.9999251365661621,1,0.0011333229259539172,10.982239676429534,0.43401788947574654,11.163785081901082,0.4980250495133665,0.311058753971689,True
13,unlabeled_pool/6Oct13-382.BMP,0.007877868600189686,0.9921221137046814,1,0.0663708816525999,11.07712314486626,0.44177553662149166,10.043641488948055,0.40551842335393373,0.30455494720934173,True
14,unlabeled_pool/6Oct13-610-1.BMP,0.00010559336078586057,0.999894380569458,1,0.0015471716901510608,10.937208173204013,0.4303361257478634,10.394694613041002,0.43451001007269924,0.2887977691702379,True
15,unlabeled_pool/6Oct13-423-1.BMP,0.000516862899530679,0.9994831085205078,1,0.006388597347761302,11.329574285423766,0.46241587473573387,9.34773342020148,0.34804712417240846,0.27228386541863453,True
16,unlabeled_pool/6Oct13-264-3.BMP,0.0002725822851061821,0.9997274279594421,1,0.003620837179463377,11.42570812459669,0.47027575186034276,9.197469421740157,0.3356376298733449,0.269844739637717,True
17,unlabeled_pool/6Oct13-281.BMP,0.9161527752876282,0.08384718745946884,0,0.41559205378564756,8.00808639200607,0.19085190789801287,7.418231374687397,0.1886999426850105,0.2650479681228903,True
