filename,label
unlabeled_pool/6Oct13-726-2.BMP,1
unlabeled_pool/6Oct13-211.BMP,1
unlabeled_pool/6Oct13-335.BMP,0
unlabeled_pool/6Oct13-220.BMP,1
unlabeled_pool/6Oct13-380-1.BMP,1
unlabeled_pool/6Oct13-648-1.BMP,1
unlabeled_pool/6Oct13-459.BMP,0
unlabeled_pool/6Oct13-688-2.BMP,1
unlabeled_pool/6Oct13-280.BMP,0
unlabeled_pool/6Oct13-783-1.BMP,1
unlabeled_pool/6Oct13-293-1.BMP,0
unlabeled_pool/6Oct13-637-1.BMP,1
unlabeled_pool/6Oct13-382.BMP,0
unlabeled_pool/6Oct13-610-1.BMP,1
unlabeled_pool/6Oct13-423-1.BMP,1
unlabeled_pool/6Oct13-264-3.BMP,1
unlabeled_pool/6Oct13-281.BMP,0
unlabeled_pool/6Oct13-256.BMP,0
unlabeled_pool/6Oct13-476-1.BMP,1
unlabeled_pool/6Oct13-228.BMP,1
