filename,label
unlabeled_pool/6Oct13-682-2.BMP,1
unlabeled_pool/6Oct13-430.BMP,0
unlabeled_pool/6Oct13-198.BMP,0
unlabeled_pool/6Oct13-726-2.BMP,1
unlabeled_pool/6Oct13-584-1.BMP,1
unlabeled_pool/6Oct13-637-3.BMP,1
unlabeled_pool/6Oct13-742-1.BMP,1
unlabeled_pool/6Oct13-412-1.BMP,1
unlabeled_pool/6Oct13-146.BMP,0
unlabeled_pool/6Oct13-136.BMP,0
unlabeled_pool/6Oct13-730-1.BMP,1
unlabeled_pool/6Oct13-191.BMP,0
unlabeled_pool/6Oct13-251.BMP,1
unlabeled_pool/6Oct13-545-3.BMP,1
unlabeled_pool/6Oct13-192.BMP,0
unlabeled_pool/6Oct13-679-2.BMP,1
unlabeled_pool/6Oct13-625-4.BMP,1
unlabeled_pool/6Oct13-337-1.BMP,1
unlabeled_pool/6Oct13-476-1.BMP,1
unlabeled_pool/6Oct13-584-2.BMP,1
