filename,label
unlabeled_pool/6Oct13-191.BMP,0
unlabeled_pool/6Oct13-727-1.BMP,1
unlabeled_pool/6Oct13-528.BMP,1
unlabeled_pool/6Oct13-730-2.BMP,1
unlabeled_pool/6Oct13-328-1.BMP,1
unlabeled_pool/6Oct13-679-2.BMP,1
unlabeled_pool/6Oct13-745-1.BMP,1
unlabeled_pool/6Oct13-366.BMP,0
unlabeled_pool/6Oct13-721-1.BMP,1
unlabeled_pool/6Oct13-380-1.BMP,1
unlabeled_pool/6Oct13-250.BMP,1
unlabeled_pool/6Oct13-199.BMP,0
unlabeled_pool/6Oct13-248.BMP,0
unlabeled_pool/6Oct13-430.BMP,0
unlabeled_pool/6Oct13-299.BMP,0
unlabeled_pool/6Oct13-287-1.BMP,1
unlabeled_pool/6Oct13-321.BMP,0
unlabeled_pool/6Oct13-460.BMP,0
unlabeled_pool/6Oct13-871.BMP,1
unlabeled_pool/6Oct13-468.BMP,0
