filename,label
unlabeled_pool/6Oct13-718.BMP,0
unlabeled_pool/6Oct13-229-1.BMP,1
unlabeled_pool/6Oct13-739-1.BMP,1
unlabeled_pool/6Oct13-306.BMP,0
unlabeled_pool/6Oct13-335.BMP,0
unlabeled_pool/6Oct13-382.BMP,0
unlabeled_pool/6Oct13-776-1.BMP,1
unlabeled_pool/6Oct13-251.BMP,1
unlabeled_pool/6Oct13-196.BMP,0
unlabeled_pool/6Oct13-347-1.BMP,1
unlabeled_pool/6Oct13-293-1.BMP,0
unlabeled_pool/6Oct13-451-1.BMP,0
unlabeled_pool/6Oct13-271.BMP,1
unlabeled_pool/6Oct13-377.BMP,0
unlabeled_pool/6Oct13-256.BMP,0
unlabeled_pool/6Oct13-607.BMP,0
unlabeled_pool/6Oct13-198.BMP,0
unlabeled_pool/6Oct13-136.BMP,0
unlabeled_pool/6Oct13-9.BMP,0
unlabeled_pool/6Oct13-262.BMP,0
