rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-718.BMP,0.4751056432723999,0.5248942971229553,1,0.998211131147356,9.821837442768217,0.79527349378262,0.896742312464988,True
2,unlabeled_pool/6Oct13-251.BMP,0.5196346640586853,0.4803653359413147,0,0.9988873382494277,9.490121657797706,0.749406780677411,0.8741470594634193,True
3,unlabeled_pool/6Oct13-382.BMP,0.5212870240211487,0.4787130355834961,0,0.9986921039541021,9.207469418137642,0.7103241389328057,0.8545081214434539,True
4,unlabeled_pool/6Oct13-198.BMP,0.6012446284294128,0.39875540137290955,0,0.970217872417953,9.367142072722903,0.7324022557135925,0.8513100640657727,True
5,unlabeled_pool/6Oct13-607.BMP,0.5761958360671997,0.4238041937351227,0,0.9831825312982304,9.11215531952868,0.6971449517676019,0.8401637415329162,True
6,unlabeled_pool/6Oct13-136.BMP,0.34582650661468506,0.6541734933853149,1,0.9302854411629068,9.409159279747591,0.738212021987618,0.8342487315752625,True
7,unlabeled_pool/6Oct13-377.BMP,0.5764409303665161,0.4235590994358063,0,0.9830737375136603,9.025561955276311,0.6851715903089926,0.8341226639113264,True
8,unlabeled_pool/6Oct13-451-1.BMP,0.4375112056732178,0.5624887943267822,1,0.9887034707622653,8.971462878797253,0.6776912504139757,0.8331973605881204,True
9,unlabeled_pool/6Oct13-256.BMP,0.7576038241386414,0.24239619076251984,0,0.7990023895255639,10.031122375832014,0.8242115558737364,0.8116069726996502,True
10,unlabeled_pool/6Oct13-229-1.BMP,0.23156437277793884,0.7684356570243835,1,0.7807283727858548,10.13997758298104,0.8392630872826391,0.809995730034247,True
11,unlabeled_pool/6Oct13-293-1.BMP,0.5258670449256897,0.4741329252719879,0,0.9980685227096707,8.558153229028944,0.6205424622391147,0.8093054924743928,True
12,unlabeled_pool/6Oct13-306.BMP,0.36044779419898987,0.6395522356033325,1,0.9430542405645205,8.8875736695597,0.6660917954978831,0.8045730180312018,True
13,unlabeled_pool/6Oct13-460.BMP,0.6233900189399719,0.3766099810600281,0,0.9556125304750066,8.76895781993338,0.6496906491218531,0.8026515897984299,True
14,unlabeled_pool/6Oct13-262.BMP,0.6861980557441711,0.31380194425582886,0,0.8975135117759659,9.167991081155055,0.7048654250630028,0.8011894684194844,True
