rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-211.BMP,0.5993542075157166,0.40064576268196106,0,0.971327109248767,6.344520626142327,0.44193699263880154,0.7066320509437842,True,1,0.0
2,unlabeled_pool/6Oct13-772.BMP,0.6064364910125732,0.39356350898742676,0,0.9670607438875898,6.370411470840852,0.44577755909416816,0.706419151490879,False,,6.811424265467327
3,unlabeled_pool/6Oct13-380-2.BMP,0.40253010392189026,0.5974699258804321,1,0.9724113627243635,6.304148505639827,0.4359483192857554,0.7041798410050595,False,,6.565149603869182
4,unlabeled_pool/6Oct13-245.BMP,0.6106213927268982,0.3893786370754242,0,0.964397368490008,6.2341961953907825,0.4255718136388315,0.6949845910644198,False,,7.3582673615672665
5,unlabeled_pool/6Oct13-276.BMP,0.6953279376029968,0.30467209219932556,0,0.8869272416549353,6.710882773487012,0.49628200107679205,0.6916046213658636,False,,7.645600455859135
6,unlabeled_pool/6Oct13-220.BMP,0.7293428778648376,0.27065712213516235,0,0.8424059855789223,6.9078576328868,0.5255006320782154,0.6839533088285689,False,,7.5816904127921205
7,unlabeled_pool/6Oct13-749.BMP,0.6125841736793518,0.3874157667160034,0,0.96311163015265,5.988370217646837,0.3891067614176941,0.676109195785172,False,,6.893794152151241
8,unlabeled_pool/6Oct13-376.BMP,0.5833473205566406,0.41665270924568176,0,0.9798619609442243,5.859171073927635,0.3699417668720231,0.6749018639081237,False,,7.092158783643861
9,unlabeled_pool/6Oct13-207.BMP,0.6575199961662292,0.34248000383377075,0,0.9271721504892605,6.151015158872259,0.4132330003519147,0.6702025754205876,False,,6.675458171957428
10,unlabeled_pool/6Oct13-717-1.BMP,0.17520518600940704,0.8247948288917542,1,0.6694746165574929,7.808348774564139,0.6590766552767829,0.6642756359171379,True,20,0.0
11,unlabeled_pool/6Oct13-367.BMP,0.6245606541633606,0.375439316034317,0,0.9547571925759528,5.434452708785622,0.30694038066250134,0.630848786619227,False,,6.976568908856278
12,unlabeled_pool/6Oct13-205.BMP,0.5852002501487732,0.4147997200489044,0,0.9789521618545816,5.204218024353575,0.27278809184428493,0.6258701268494332,False,,7.162524632475959
