rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-191.BMP,0.5870069861412048,0.41299304366111755,0,0.9780453749898803,7.365517197543461,0.5806747429614744,0.7793600589756773,True
2,unlabeled_pool/6Oct13-321.BMP,0.6364687085151672,0.36353129148483276,0,0.9455754396655603,7.080735061050496,0.539607961463731,0.7425917005646456,True
3,unlabeled_pool/6Oct13-772.BMP,0.5964022278785706,0.40359774231910706,0,0.9730162941210412,6.45082845907997,0.4487727809089684,0.7108945375150048,True
4,unlabeled_pool/6Oct13-299.BMP,0.3055497407913208,0.6944502592086792,1,0.8879694322505569,7.032978010132225,0.5327211939185844,0.7103453130845707,True
5,unlabeled_pool/6Oct13-276.BMP,0.6757469773292542,0.3242530822753906,0,0.9089466493359497,6.7069233675390585,0.48570274350384396,0.6973246964198968,True
6,unlabeled_pool/6Oct13-376.BMP,0.5347609519958496,0.4652390480041504,0,0.9965107005596274,5.997097764023425,0.38334290689309375,0.6899268037263606,True
7,unlabeled_pool/6Oct13-211.BMP,0.57347571849823,0.42652425169944763,0,0.9843661505975237,6.063881576450973,0.39297341344916814,0.6886697820233459,True
8,unlabeled_pool/6Oct13-220.BMP,0.7083650827407837,0.2916349470615387,0,0.8708238330336484,6.82440846384869,0.5026445883779804,0.6867342107058144,True
9,unlabeled_pool/6Oct13-380-2.BMP,0.39524614810943604,0.604753851890564,1,0.9681017542107093,6.106404979536658,0.3991054669710837,0.6836036105908965,True
10,unlabeled_pool/6Oct13-468.BMP,0.7402640581130981,0.25973594188690186,0,0.8263476437189655,7.06359427261266,0.5371361876996028,0.6817419157092841,True
11,unlabeled_pool/6Oct13-460.BMP,0.7969244718551636,0.20307551324367523,0,0.7280366564006526,7.688142574452304,0.6271986788455981,0.6776176676231254,True
12,unlabeled_pool/6Oct13-287-1.BMP,0.20599916577339172,0.7940008640289307,1,0.7337653326322988,7.614507066919559,0.6165801290462243,0.6751727308392615,True
13,unlabeled_pool/6Oct13-207.BMP,0.6044479012489319,0.3955520689487457,0,0.9682892051545665,5.979786921103513,0.38084661055762703,0.6745679078560968,True
14,unlabeled_pool/6Oct13-749.BMP,0.6388078927993774,0.36119210720062256,0,0.9436682804705828,6.006521616528779,0.38470186604857404,0.6641850732595784,True
15,unlabeled_pool/6Oct13-280.BMP,0.6822251081466675,0.31777486205101013,0,0.901945295765018,6.290766982014551,0.425691242910134,0.663818269337576,True
16,unlabeled_pool/6Oct13-250.BMP,0.255031943321228,0.7449679970741272,1,0.8191566447418406,6.858252572004191,0.5075250510773754,0.663340847909608,True
17,unlabeled_pool/6Oct13-871.BMP,0.3276391923427582,0.6723608374595642,1,0.9124961157030816,6.059695532453327,0.3923697683037659,0.6524329420034238,True
18,unlabeled_pool/6Oct13-721-1.BMP,0.09376949816942215,0.9062305092811584,1,0.44892829367394843,9.228223012612553,0.8492847535613064,0.6491065236176274,True
19,unlabeled_pool/6Oct13-367.BMP,0.5644275546073914,0.43557244539260864,0,0.9879896403392706,5.449613027910645,0.3043933059519245,0.6461914731455976,True
20,unlabeled_pool/6Oct13-430.BMP,0.7689128518104553,0.23108714818954468,0,0.7799016383316929,6.889396884160671,0.5120161918419552,0.6459589150868241,True
