rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-191.BMP,0.5870069861412048,0.41299304366111755,0,0.9780453749898803,7.365517197543461,0.5806747429614744,0.7793600589756773,True,1,0.0
2,unlabeled_pool/6Oct13-321.BMP,0.6364687085151672,0.36353129148483276,0,0.9455754396655603,7.080735061050496,0.539607961463731,0.7425917005646456,True,17,0.0
3,unlabeled_pool/6Oct13-772.BMP,0.5964022278785706,0.40359774231910706,0,0.9730162941210412,6.45082845907997,0.4487727809089684,0.7108945375150048,False,,7.232414389540398
4,unlabeled_pool/6Oct13-299.BMP,0.3055497407913208,0.6944502592086792,1,0.8879694322505569,7.032978010132225,0.5327211939185844,0.7103453130845707,True,15,0.0
5,unlabeled_pool/6Oct13-276.BMP,0.6757469773292542,0.3242530822753906,0,0.9089466493359497,6.7069233675390585,0.48570274350384396,0.6973246964198968,False,,7.30036639969462
6,unlabeled_pool/6Oct13-376.BMP,0.5347609519958496,0.4652390480041504,0,0.9965107005596274,5.997097764023425,0.38334290689309375,0.6899268037263606,False,,6.816346097039025
7,unlabeled_pool/6Oct13-211.BMP,0.57347571849823,0.42652425169944763,0,0.9843661505975237,6.063881576450973,0.39297341344916814,0.6886697820233459,False,,6.844594051227449
8,unlabeled_pool/6Oct13-220.BMP,0.7083650827407837,0.2916349470615387,0,0.8708238330336484,6.82440846384869,0.5026445883779804,0.6867342107058144,False,,7.477238374348732
9,unlabeled_pool/6Oct13-380-2.BMP,0.39524614810943604,0.604753851890564,1,0.9681017542107093,6.106404979536658,0.3991054669710837,0.6836036105908965,False,,6.4219176606409984
10,unlabeled_pool/6Oct13-468.BMP,0.7402640581130981,0.25973594188690186,0,0.8263476437189655,7.06359427261266,0.5371361876996028,0.6817419157092841,True,20,0.0
11,unlabeled_pool/6Oct13-460.BMP,0.7969244718551636,0.20307551324367523,0,0.7280366564006526,7.688142574452304,0.6271986788455981,0.6776176676231254,True,18,0.0
12,unlabeled_pool/6Oct13-287-1.BMP,0.20599916577339172,0.7940008640289307,1,0.7337653326322988,7.614507066919559,0.6165801290462243,0.6751727308392615,True,16,0.0
13,unlabeled_pool/6Oct13-207.BMP,0.6044479012489319,0.3955520689487457,0,0.9682892051545665,5.979786921103513,0.38084661055762703,0.6745679078560968,False,,6.712070780986454
14,unlabeled_pool/6Oct13-749.BMP,0.6388078927993774,0.36119210720062256,0,0.9436682804705828,6.006521616528779,0.38470186604857404,0.6641850732595784,False,,6.796310400258878
15,unlabeled_pool/6Oct13-280.BMP,0.6822251081466675,0.31777486205101013,0,0.901945295765018,6.290766982014551,0.425691242910134,0.663818269337576,False,,7.170012687448635
16,unlabeled_pool/6Oct13-250.BMP,0.255031943321228,0.7449679970741272,1,0.8191566447418406,6.858252572004191,0.5075250510773754,0.663340847909608,True,11,0.0
17,unlabeled_pool/6Oct13-871.BMP,0.3276391923427582,0.6723608374595642,1,0.9124961157030816,6.059695532453327,0.3923697683037659,0.6524329420034238,True,19,0.0
18,unlabeled_pool/6Oct13-721-1.BMP,0.09376949816942215,0.9062305092811584,1,0.44892829367394843,9.228223012612553,0.8492847535613064,0.6491065236176274,True,9,0.0
19,unlabeled_pool/6Oct13-367.BMP,0.5644275546073914,0.43557244539260864,0,0.9879896403392706,5.449613027910645,0.3043933059519245,0.6461914731455976,False,,6.509693792038161
20,unlabeled_pool/6Oct13-430.BMP,0.7689128518104553,0.23108714818954468,0,0.7799016383316929,6.889396884160671,0.5120161918419552,0.6459589150868241,True,14,0.0
21,unlabeled_pool/6Oct13-245.BMP,0.7068127393722534,0.2931872606277466,0,0.8728029286157193,6.242724722836472,0.4187633471347161,0.6457831378752177,False,,6.954488252011131
22,unlabeled_pool/6Oct13-210.BMP,0.6879027485847473,0.3120972812175751,0,0.8955795669273803,5.913891550981414,0.3713442211176067,0.6334618940224934,False,,7.226055235934147
23,unlabeled_pool/6Oct13-209.BMP,0.7738763689994812,0.2261236310005188,0,0.771192474869599,6.739257120079224,0.4903654065729578,0.6307789407212784,False,,7.031696093125381
24,unlabeled_pool/6Oct13-205.BMP,0.5701190829277039,0.42988091707229614,0,0.9857665733166152,5.244207424015624,0.2747729542070839,0.6302697637618495,False,,6.376097609201469
25,unlabeled_pool/6Oct13-213.BMP,0.43272948265075684,0.5672705173492432,1,0.9869029989188641,5.233592259183423,0.27324220280499484,0.6300726008619295,False,,6.057386239016219
26,unlabeled_pool/6Oct13-679-2.BMP,0.0717654898762703,0.9282345771789551,1,0.3724777507533338,9.46085381274808,0.8828310930770467,0.6276544219151903,True,6,0.0
27,unlabeled_pool/6Oct13-248.BMP,0.8530179858207703,0.14698201417922974,0,0.602235975531925,7.794519074733751,0.6425386174644684,0.6223872964981967,True,13,0.0
28,unlabeled_pool/6Oct13-727-1.BMP,0.06228358671069145,0.9377163648605347,1,0.33644405174291375,9.508013778022958,0.8896317583618666,0.6130379050523902,True,2,0.0
29,unlabeled_pool/6Oct13-199.BMP,0.7575623393058777,0.2424377053976059,0,0.7990706049375554,6.29261159644084,0.42595724406640334,0.6125139245019794,True,12,0.0
30,unlabeled_pool/6Oct13-281.BMP,0.7665632367134094,0.23343679308891296,0,0.7839544311213724,6.36126454250932,0.43585728755259406,0.6099058593369833,False,,7.585505576747414
31,unlabeled_pool/6Oct13-217.BMP,0.5207810401916504,0.47921890020370483,0,0.9987536033318696,4.844122118135238,0.2170789708716739,0.6079162871017717,False,,6.4211314134469335
32,unlabeled_pool/6Oct13-366.BMP,0.8403458595275879,0.15965409576892853,0,0.6334814526419281,7.299395018601884,0.5711396467360286,0.6023105496889783,True,8,0.0
33,unlabeled_pool/6Oct13-380-1.BMP,0.12142692506313324,0.8785731196403503,1,0.5334485999096824,7.93101103710249,0.6622213323419645,0.5978349661258234,True,10,0.0
34,unlabeled_pool/6Oct13-528.BMP,0.055699821561574936,0.9443002343177795,1,0.31013274919190426,9.469374709641794,0.8840598422366963,0.5970962957143002,True,3,0.0
35,unlabeled_pool/6Oct13-328-1.BMP,0.056559279561042786,0.9434407353401184,1,0.3136323206605347,9.412480741888412,0.875855492866189,0.5947439067633619,True,5,0.0
36,unlabeled_pool/6Oct13-745-1.BMP,0.123423732817173,0.87657630443573,1,0.5391228091799929,7.803108000932744,0.6437771767359801,0.5914499929579865,True,7,0.0
37,unlabeled_pool/6Oct13-204.BMP,0.6373956799507141,0.36260437965393066,0,0.9448237587948535,4.937227054398405,0.23050509415653536,0.5876644264756944,False,,6.657611038448799
38,unlabeled_pool/6Oct13-371.BMP,0.7166494131088257,0.2833506166934967,0,0.8599761589813899,5.490678663051569,0.3103151432067695,0.5851456510940797,False,,6.614361238476784
39,unlabeled_pool/6Oct13-730-2.BMP,0.040192633867263794,0.9598073959350586,1,0.2431746709045642,9.73750009321329,0.9227246499269821,0.5829496604157731,True,4,0.0
40,unlabeled_pool/6Oct13-202.BMP,0.7816258668899536,0.2183741182088852,0,0.7571875747468308,6.170311732220134,0.40832108941497053,0.5827543320809007,False,,6.733185819875961
