rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-689-1.BMP,0.3258807957172394,0.674119234085083,1,0.9106622997912079,8.643669143965514,0.7777134647077659,0.8441878822494869,True
2,unlabeled_pool/6Oct13-191.BMP,0.48211103677749634,0.5178889632225037,1,0.9990764347826734,7.713488093174274,0.640132367815982,0.8196044012993278,True
3,unlabeled_pool/6Oct13-208.BMP,0.5148652195930481,0.4851348400115967,0,0.9993622838844474,7.509489607229788,0.6099593865059117,0.8046608351951796,True
4,unlabeled_pool/6Oct13-759-1.BMP,0.14775411784648895,0.8522458076477051,1,0.6041914189583664,9.301403730585818,0.8749975857011043,0.7395945023297353,True
5,unlabeled_pool/6Oct13-725-1.BMP,0.14691264927387238,0.8530874252319336,1,0.6020598830736098,9.234791967164808,0.8651451817314008,0.7336025324025053,True
6,unlabeled_pool/6Oct13-468.BMP,0.6686363816261292,0.33136361837387085,0,0.9163135126326909,7.090240598529503,0.5479491591004906,0.7321313358665907,True
7,unlabeled_pool/6Oct13-321.BMP,0.637128472328186,0.36287152767181396,0,0.9450409864597555,6.801672301550149,0.5052676372689695,0.7251543118643625,True
8,unlabeled_pool/6Oct13-192.BMP,0.8343891501426697,0.1656109094619751,0,0.6475651600784473,8.801144344134153,0.8010052859656008,0.724285223022024,True
9,unlabeled_pool/6Oct13-300-2.BMP,0.13282066583633423,0.8671793341636658,1,0.5651234364136993,9.322564342899875,0.8781274067725972,0.7216254215931482,True
10,unlabeled_pool/6Oct13-777-1.BMP,0.1402406096458435,0.8597593903541565,1,0.5848685999244576,9.154409495011501,0.853255981580185,0.7190622907523213,True
11,unlabeled_pool/6Oct13-375.BMP,0.3669549822807312,0.6330450177192688,1,0.9483053210880814,6.58965699609562,0.4739089052700016,0.7111071131790415,True
12,unlabeled_pool/6Oct13-795-1.BMP,0.2123619168996811,0.7876380681991577,1,0.7459732837272116,7.87171529140518,0.663535415504606,0.7047543496159088,True
13,unlabeled_pool/6Oct13-220.BMP,0.663028359413147,0.3369717001914978,0,0.9218912573302772,6.663362471147752,0.48481052500948846,0.7033508911698828,True
14,unlabeled_pool/6Oct13-299.BMP,0.2930457890033722,0.7069541811943054,1,0.8726232880033982,6.956478552467495,0.5281646999309062,0.7003939939671522,True
15,unlabeled_pool/6Oct13-720.BMP,0.12581169605255127,0.8741883039474487,1,0.5458388249072246,9.153476190164392,0.8531179384492371,0.6994783816782308,True
16,unlabeled_pool/6Oct13-276.BMP,0.6592715382575989,0.3407284617424011,0,0.9255140875611371,6.564348822129065,0.4701656271934542,0.6978398573772957,True
17,unlabeled_pool/6Oct13-643-1.BMP,0.09364477545022964,0.9063552618026733,1,0.4485199443269876,9.618834976298105,0.9219481647692036,0.6852340545480956,True
18,unlabeled_pool/6Oct13-380-2.BMP,0.4605468213558197,0.5394531488418579,1,0.9955040807503857,5.90274386442197,0.3723090478609075,0.6839065643056466,True
19,unlabeled_pool/6Oct13-772.BMP,0.5449660420417786,0.45503389835357666,0,0.9941580287116911,5.804490890100908,0.3577766598183073,0.6759673442649992,True
20,unlabeled_pool/6Oct13-211.BMP,0.5945419073104858,0.40545815229415894,0,0.9740539596509851,5.907043276472632,0.37294496473474276,0.6734994621928639,True
21,unlabeled_pool/6Oct13-736-1.BMP,0.15401053428649902,0.845989465713501,1,0.6197863274448341,8.173880511293039,0.7082280292268013,0.6640071783358177,True
22,unlabeled_pool/6Oct13-430.BMP,0.7222212553024292,0.2777787446975708,0,0.8524065115562901,6.574376509910631,0.47164880112298396,0.662027656339637,True
