rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-380-2.BMP,0.40705275535583496,0.592947244644165,1,0.9749269754147258,6.334280637161681,0.45442969251432236,0.7146783339645241,True
2,unlabeled_pool/6Oct13-207.BMP,0.6033487915992737,0.39665117859840393,0,0.9689579423419643,6.151059775308618,0.42726700272935325,0.6981124725356588,True
3,unlabeled_pool/6Oct13-749.BMP,0.588972270488739,0.41102781891822815,0,0.9770369571362858,5.98453485301669,0.4025795039372712,0.6898082305367785,True
4,unlabeled_pool/6Oct13-276.BMP,0.7278590798377991,0.2721409499645233,0,0.8445199877910572,6.827886095486871,0.5276072324792151,0.6860636101351362,True
5,unlabeled_pool/6Oct13-772.BMP,0.6790170073509216,0.32098299264907837,0,0.9054472242204883,6.393358130436477,0.46318799441764924,0.6843176093190688,True
6,unlabeled_pool/6Oct13-245.BMP,0.6705449819564819,0.32945501804351807,0,0.914368598138252,6.253489312339719,0.44245229173549855,0.6784104449368753,True
7,unlabeled_pool/6Oct13-376.BMP,0.5809391736984253,0.4190607964992523,0,0.9810139492006494,5.801657647829789,0.37546776162259066,0.67824085541162,True
8,unlabeled_pool/6Oct13-220.BMP,0.7861396074295044,0.21386034786701202,0,0.748797194446614,7.146220472516406,0.5748006461750809,0.6617989203108474,True
9,unlabeled_pool/6Oct13-205.BMP,0.5883603692054749,0.41163963079452515,0,0.9773534106526925,5.523914533738559,0.3342920463046395,0.655822728478666,True
10,unlabeled_pool/6Oct13-210.BMP,0.702299177646637,0.29770082235336304,0,0.8784622171623541,6.02367047535722,0.40838140203133233,0.6434218095968431,True
11,unlabeled_pool/6Oct13-280.BMP,0.7394245862960815,0.26057538390159607,0,0.8276134240243105,6.355439479333041,0.4575665136180823,0.6425899688211965,True
12,unlabeled_pool/6Oct13-281.BMP,0.7843949794769287,0.2156050205230713,0,0.7520608099148142,6.720658528190916,0.5117106303270393,0.6318857201209267,True
13,unlabeled_pool/6Oct13-213.BMP,0.48066961765289307,0.5193303227424622,1,0.9989215954258983,5.040282630398491,0.2625930965907382,0.6307573460083182,True
14,unlabeled_pool/6Oct13-217.BMP,0.5290132164955139,0.4709867537021637,0,0.9975698204031642,4.946053690986783,0.2486235549996747,0.6230966877014195,True
15,unlabeled_pool/6Oct13-367.BMP,0.6681879758834839,0.3318120837211609,0,0.9167670153458392,5.473205970376869,0.3267744472599431,0.6217707313028911,True
16,unlabeled_pool/6Oct13-263.BMP,0.21069368720054626,0.7893063426017761,1,0.7428065741323786,6.283654385106102,0.44692429620926527,0.5948654351708219,True
17,unlabeled_pool/6Oct13-637-3.BMP,0.095906101167202,0.904093861579895,1,0.4558822945377785,8.13850860033255,0.7219084281196569,0.5888953613287178,True
18,unlabeled_pool/6Oct13-758-1.BMP,0.0261225663125515,0.9738774299621582,1,0.17455739046833674,10.014323472767778,1.0,0.5872786952341684,True
19,unlabeled_pool/6Oct13-204.BMP,0.6722541451454163,0.32774585485458374,0,0.912606727023826,4.833787480324286,0.23197996855041458,0.5722933477871203,True
20,unlabeled_pool/6Oct13-499-1.BMP,0.07915011048316956,0.9208498597145081,1,0.39917748894934035,8.251084370938017,0.7385979071633285,0.5688876980563344,True
21,unlabeled_pool/6Oct13-238.BMP,0.25662070512771606,0.7433792352676392,1,0.8216040950692846,5.374540312232055,0.3121471573459448,0.5668756262076147,True
22,unlabeled_pool/6Oct13-303-1.BMP,0.030835924670100212,0.9691640138626099,1,0.19856689669753053,9.576554350633195,0.9351002569155248,0.5668335768065277,True
23,unlabeled_pool/6Oct13-371.BMP,0.793997585773468,0.20600245893001556,0,0.7337717261818747,5.902569951053251,0.3904281190852897,0.5620999226335822,True
24,unlabeled_pool/6Oct13-273-2.BMP,0.052490077912807465,0.9475099444389343,1,0.2968818797973391,8.845223133746947,0.8266796176202237,0.5617807487087814,True
25,unlabeled_pool/6Oct13-757-1.BMP,0.018330907449126244,0.9816691279411316,1,0.13196357563901265,9.778421211250617,0.9650272360671347,0.5484954058530737,True
26,unlabeled_pool/6Oct13-682-1.BMP,0.07676962018013,0.9232304096221924,1,0.3906931480195338,8.021826249753273,0.7046101441791105,0.5476516460993222,True
27,unlabeled_pool/6Oct13-337-1.BMP,0.0226376261562109,0.977362334728241,1,0.1560044106755681,9.602102420751578,0.9388877857821164,0.5474460982288423,True
28,unlabeled_pool/6Oct13-709-1.BMP,0.01547083631157875,0.9845291972160339,1,0.11519242992024453,9.874394724546072,0.9792554126123836,0.547223921266314,True
29,unlabeled_pool/6Oct13-479-1.BMP,0.014264490455389023,0.9857354760169983,1,0.10789357356606695,9.922268333702938,0.9863527266478218,0.5471231501069443,True
30,unlabeled_pool/6Oct13-649-1.BMP,0.04755678027868271,0.9524431824684143,1,0.27592630211057884,8.744541985042398,0.8117535290635113,0.543839915587045,True
31,unlabeled_pool/6Oct13-340-1.BMP,0.03995640575885773,0.9600435495376587,1,0.24209233727248722,8.902539916237831,0.8351768922565641,0.5386346147645257,True
32,unlabeled_pool/6Oct13-776-2.BMP,0.14686796069145203,0.8531320095062256,1,0.6019465903811498,6.451734296859714,0.471842323861104,0.5368944571211269,True
33,unlabeled_pool/6Oct13-758-2.BMP,0.06364228576421738,0.9363577365875244,1,0.3417368489130195,8.187362079053532,0.7291510088716175,0.5354439288923185,True
