rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-718.BMP,0.4751056432723999,0.5248942971229553,1,0.998211131147356,9.821837442768217,0.79527349378262,0.896742312464988,True,1,0.0
2,unlabeled_pool/6Oct13-251.BMP,0.5196346640586853,0.4803653359413147,0,0.9988873382494277,9.490121657797706,0.749406780677411,0.8741470594634193,True,8,0.0
3,unlabeled_pool/6Oct13-382.BMP,0.5212870240211487,0.4787130355834961,0,0.9986921039541021,9.207469418137642,0.7103241389328057,0.8545081214434539,True,6,0.0
4,unlabeled_pool/6Oct13-198.BMP,0.6012446284294128,0.39875540137290955,0,0.970217872417953,9.367142072722903,0.7324022557135925,0.8513100640657727,True,17,0.0
5,unlabeled_pool/6Oct13-607.BMP,0.5761958360671997,0.4238041937351227,0,0.9831825312982304,9.11215531952868,0.6971449517676019,0.8401637415329162,True,16,0.0
6,unlabeled_pool/6Oct13-136.BMP,0.34582650661468506,0.6541734933853149,1,0.9302854411629068,9.409159279747591,0.738212021987618,0.8342487315752625,True,18,0.0
7,unlabeled_pool/6Oct13-377.BMP,0.5764409303665161,0.4235590994358063,0,0.9830737375136603,9.025561955276311,0.6851715903089926,0.8341226639113264,True,14,0.0
8,unlabeled_pool/6Oct13-451-1.BMP,0.4375112056732178,0.5624887943267822,1,0.9887034707622653,8.971462878797253,0.6776912504139757,0.8331973605881204,True,12,0.0
9,unlabeled_pool/6Oct13-256.BMP,0.7576038241386414,0.24239619076251984,0,0.7990023895255639,10.031122375832014,0.8242115558737364,0.8116069726996502,True,15,0.0
10,unlabeled_pool/6Oct13-229-1.BMP,0.23156437277793884,0.7684356570243835,1,0.7807283727858548,10.13997758298104,0.8392630872826391,0.809995730034247,True,2,0.0
11,unlabeled_pool/6Oct13-293-1.BMP,0.5258670449256897,0.4741329252719879,0,0.9980685227096707,8.558153229028944,0.6205424622391147,0.8093054924743928,True,11,0.0
12,unlabeled_pool/6Oct13-306.BMP,0.36044779419898987,0.6395522356033325,1,0.9430542405645205,8.8875736695597,0.6660917954978831,0.8045730180312018,True,4,0.0
13,unlabeled_pool/6Oct13-460.BMP,0.6233900189399719,0.3766099810600281,0,0.9556125304750066,8.76895781993338,0.6496906491218531,0.8026515897984299,False,,8.53039089242355
14,unlabeled_pool/6Oct13-262.BMP,0.6861980557441711,0.31380194425582886,0,0.8975135117759659,9.167991081155055,0.7048654250630028,0.8011894684194844,True,20,0.0
15,unlabeled_pool/6Oct13-196.BMP,0.6731143593788147,0.3268857002258301,0,0.9117127623051691,8.884299624727554,0.665639089652055,0.788675925978612,True,9,0.0
16,unlabeled_pool/6Oct13-191.BMP,0.5138351917266846,0.48616480827331543,0,0.999447629684417,8.231091824445334,0.5753193155228475,0.7873834726036323,False,,8.874990113679734
17,unlabeled_pool/6Oct13-689-1.BMP,0.3772125244140625,0.6227874755859375,1,0.9560495026836691,8.415368435944016,0.6007994489821628,0.778424475832916,False,,9.115159776349676
18,unlabeled_pool/6Oct13-468.BMP,0.6150962710380554,0.3849036693572998,0,0.9614318734443474,8.10200377936976,0.5574701669533273,0.7594510201988374,False,,8.853153406302617
19,unlabeled_pool/6Oct13-335.BMP,0.2317960411310196,0.7682040333747864,1,0.7811290124503733,9.299402418336705,0.7230358178340868,0.7520824151422301,True,5,0.0
20,unlabeled_pool/6Oct13-375.BMP,0.3898935914039612,0.6101064085960388,1,0.9647308449676557,7.952912508630251,0.5368551499679041,0.7507929974677798,False,,8.668396003064439
21,unlabeled_pool/6Oct13-208.BMP,0.32027727365493774,0.6797227263450623,1,0.9046827276993459,8.032341597890534,0.5478378990994636,0.7262603133994048,False,,9.060717421409414
22,unlabeled_pool/6Oct13-280.BMP,0.49692612886428833,0.5030739307403564,1,0.9999727097761398,7.308065032596654,0.44769136723600744,0.7238320385060737,False,,8.79282085383749
23,unlabeled_pool/6Oct13-772.BMP,0.4120118319988251,0.5879881381988525,1,0.9775448202931889,7.459406595180009,0.4686175345949767,0.7230811774440828,False,,9.123489953643968
24,unlabeled_pool/6Oct13-739-1.BMP,0.10607283562421799,0.8939271569252014,1,0.48795561042703095,10.976579577536048,0.9549409820530418,0.7214482962400364,True,3,0.0
25,unlabeled_pool/6Oct13-321.BMP,0.6577117443084717,0.3422883152961731,0,0.9269916010207461,7.724846986753649,0.5053202748276274,0.7161559379241867,False,,8.560987603743234
26,unlabeled_pool/6Oct13-749.BMP,0.478222131729126,0.521777868270874,1,0.9986310970257531,7.183293265288652,0.43043903522758403,0.7145350661266686,False,,8.127036127387154
27,unlabeled_pool/6Oct13-245.BMP,0.6879761219024658,0.3120238780975342,0,0.8954958808529287,7.850849245353663,0.5227427482451314,0.7091193145490301,False,,9.156671302065295
28,unlabeled_pool/6Oct13-207.BMP,0.5083057880401611,0.4916941821575165,0,0.9998009514656521,7.094443461105686,0.4181536732925878,0.7089773123791199,False,,8.206976662291009
29,unlabeled_pool/6Oct13-276.BMP,0.6405983567237854,0.3594016432762146,0,0.942185387086629,7.5084478989285675,0.47539853058990805,0.7087919588382685,False,,9.054902095875065
30,unlabeled_pool/6Oct13-210.BMP,0.6382243633270264,0.36177557706832886,0,0.9441472352882533,7.313208193591288,0.44840251786700847,0.6962748765776309,False,,8.11167915930014
31,unlabeled_pool/6Oct13-213.BMP,0.5136950016021729,0.48630496859550476,0,0.9994587805495657,6.890176469234405,0.3899094475501891,0.6946841140498774,False,,9.132338430269726
32,unlabeled_pool/6Oct13-9.BMP,0.7760916948318481,0.22390832006931305,0,0.7672400240657026,8.559569857496667,0.6207383410439521,0.6939891825548273,True,19,0.0
33,unlabeled_pool/6Oct13-211.BMP,0.5643388628959656,0.4356611669063568,0,0.9880227696665932,6.960360320079411,0.3996138472115221,0.6938183084390577,False,,8.727467278203925
34,unlabeled_pool/6Oct13-299.BMP,0.2398492991924286,0.760150671005249,1,0.794789610590455,8.309980636333105,0.5862273598970061,0.6905084852437307,False,,9.216853693224676
35,unlabeled_pool/6Oct13-776-1.BMP,0.4308943450450897,0.5691056251525879,1,0.9861763655968521,6.874190768933242,0.38769908686577215,0.6869377262313121,True,7,0.0
36,unlabeled_pool/6Oct13-271.BMP,0.2017861157655716,0.7982138395309448,1,0.7254860255228898,8.679572412941994,0.6373312287866686,0.6814086271547792,True,13,0.0
37,unlabeled_pool/6Oct13-347-1.BMP,0.14068028330802917,0.8593196272850037,1,0.5860177528015988,9.634081438780363,0.7693122608269529,0.6776650068142759,True,10,0.0
38,unlabeled_pool/6Oct13-248.BMP,0.7865621447563171,0.21343785524368286,0,0.7480028888268282,8.37068298675797,0.59462074187609,0.6713118153514591,False,,8.101158471840078
39,unlabeled_pool/6Oct13-220.BMP,0.6666672825813293,0.3333326578140259,0,0.9182952096586275,6.969180739052656,0.40083345642170654,0.659564333040167,False,,8.689406906914687
40,unlabeled_pool/6Oct13-380-2.BMP,0.3065314292907715,0.6934685707092285,1,0.8891289328136331,7.150292997042534,0.42587605117732485,0.657502491995479,False,,7.939377233379988
