filename,label
unlabeled_pool/6Oct13-382.BMP,0
unlabeled_pool/6Oct13-793-2.BMP,1
unlabeled_pool/6Oct13-725-1.BMP,1
unlabeled_pool/6Oct13-637-2.BMP,1
unlabeled_pool/6Oct13-791-4.BMP,1
unlabeled_pool/6Oct13-612-4.BMP,1
unlabeled_pool/6Oct13-619-1.BMP,1
unlabeled_pool/6Oct13-727-2.BMP,1
unlabeled_pool/6Oct13-648-2.BMP,1
unlabeled_pool/6Oct13-293-1.BMP,0
unlabeled_pool/6Oct13-688-2.BMP,1
unlabeled_pool/6Oct13-778-1.BMP,1
unlabeled_pool/6Oct13-784-2.BMP,1
unlabeled_pool/6Oct13-703-2.BMP,1
unlabeled_pool/6Oct13-791-2.BMP,1
unlabeled_pool/6Oct13-248.BMP,0
unlabeled_pool/6Oct13-758-2.BMP,1
unlabeled_pool/6Oct13-761-1.BMP,1
unlabeled_pool/6Oct13-610-1.BMP,1
unlabeled_pool/6Oct13-625-4.BMP,1
