rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-377.BMP,0.648098349571228,0.35190168023109436,0,0.9357549355803256,9.260357839320212,0.3609849467315403,0.6483699411559329,True
2,unlabeled_pool/6Oct13-375.BMP,0.35941386222839355,0.6405861973762512,1,0.9421955273701051,7.5409609846848085,0.21965718822876257,0.5809263577994339,True
3,unlabeled_pool/6Oct13-718.BMP,0.7857075333595276,0.2142924666404724,0,0.7496079141446059,8.864108960002644,0.3284148243818257,0.5390113692632158,True
4,unlabeled_pool/6Oct13-430.BMP,0.6591137051582336,0.34088629484176636,0,0.9256643041930083,6.601051965382574,0.14240030914560498,0.5340323066693067,True
5,unlabeled_pool/6Oct13-280.BMP,0.14838778972625732,0.8516122698783875,1,0.6057909267171466,10.238135671717943,0.44135449550321026,0.5235727111101784,True
6,unlabeled_pool/6Oct13-382.BMP,0.166802778840065,0.8331972360610962,1,0.650338350552722,9.482679291989824,0.3792589086084452,0.5147986295805836,True
7,unlabeled_pool/6Oct13-726-2.BMP,0.002230337355285883,0.9977697134017944,1,0.022860009052074297,17.03463010044059,1.0,0.5114300045260372,True
8,unlabeled_pool/6Oct13-366.BMP,0.7728353142738342,0.22716465592384338,0,0.7730358545043913,6.968495596375692,0.17260275170816908,0.4728193031062802,True
9,unlabeled_pool/6Oct13-776-1.BMP,0.041485968977212906,0.9585140347480774,1,0.2490642998216929,13.110512273892915,0.6774527212658101,0.4632585105437515,True
10,unlabeled_pool/6Oct13-191.BMP,0.8171186447143555,0.18288134038448334,0,0.6863399545113077,6.781328926539995,0.15721837674959235,0.42177916563045004,True
11,unlabeled_pool/6Oct13-730-1.BMP,0.0011410514125600457,0.9988589286804199,1,0.012799535706550293,14.72115107225471,0.8098409889984204,0.41132026235248537,True
12,unlabeled_pool/6Oct13-726-6.BMP,0.00044258389971219003,0.9995574355125427,1,0.005569508499333632,14.577135708645724,0.798003484193204,0.40178649634626884,True
