filename,label
unlabeled_pool/6Oct13-377.BMP,0
unlabeled_pool/6Oct13-726-6.BMP,1
unlabeled_pool/6Oct13-795-1.BMP,1
unlabeled_pool/6Oct13-648-1.BMP,1
unlabeled_pool/6Oct13-741.BMP,1
unlabeled_pool/6Oct13-631-1.BMP,1
unlabeled_pool/6Oct13-782-1.BMP,1
unlabeled_pool/6Oct13-584-2.BMP,1
unlabeled_pool/6Oct13-688-1.BMP,1
unlabeled_pool/6Oct13-776-1.BMP,1
unlabeled_pool/6Oct13-380-1.BMP,1
unlabeled_pool/6Oct13-726-2.BMP,1
unlabeled_pool/6Oct13-479-1.BMP,1
unlabeled_pool/6Oct13-682-3.BMP,1
unlabeled_pool/6Oct13-328-1.BMP,1
unlabeled_pool/6Oct13-220.BMP,0
unlabeled_pool/6Oct13-280.BMP,1
unlabeled_pool/6Oct13-745-2.BMP,1
unlabeled_pool/6Oct13-791-1.BMP,1
unlabeled_pool/6Oct13-682-1.BMP,1
