rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-375.BMP,0.5219555497169495,0.47804439067840576,0,0.998608683978912,7.442015172420083,0.26402558494239625,0.6313171344606541,True,1,0.0
2,unlabeled_pool/6Oct13-382.BMP,0.20640423893928528,0.7935957908630371,1,0.7345530850999117,9.376825517774508,0.4608339706911777,0.5976935278955446,False,,11.094751819640821
3,unlabeled_pool/6Oct13-718.BMP,0.7997917532920837,0.20020824670791626,0,0.722344392838715,8.85890106745956,0.408150835493429,0.565247614166072,True,18,0.0
4,unlabeled_pool/6Oct13-730-1.BMP,0.004037387669086456,0.9959626793861389,1,0.03791961757921508,14.677331425596757,1.0,0.5189598087896076,True,6,0.0
5,unlabeled_pool/6Oct13-430.BMP,0.7513548135757446,0.24864521622657776,0,0.8091237424700432,6.554399304531601,0.17373753860050242,0.4914306405352728,False,,5.4474181723732045
6,unlabeled_pool/6Oct13-366.BMP,0.8466987013816833,0.15330134332180023,0,0.6180405703477942,6.934600183423295,0.21241146931138832,0.4152260198295913,False,,8.673667294427183
7,unlabeled_pool/6Oct13-793-2.BMP,0.00021203976939432323,0.9997879862785339,1,0.0028934400693621746,12.908038315365728,0.8200279827027578,0.41146071138606,False,,11.377987803772303
8,unlabeled_pool/6Oct13-761-1.BMP,0.00026451991288922727,0.999735414981842,1,0.003525308527189491,12.57176825216112,0.7858226826981124,0.39467399561265093,False,,11.45970090374215
9,unlabeled_pool/6Oct13-347-1.BMP,0.0007047524559311569,0.9992952346801758,1,0.008395581149072058,12.432876637901815,0.771694665209448,0.39004512317926,True,10,0.0
10,unlabeled_pool/6Oct13-784-1.BMP,0.002731907181441784,0.9972680807113647,1,0.027200520107947865,12.152393034039978,0.7431639487815611,0.38518223444475447,True,8,0.0
11,unlabeled_pool/6Oct13-689-1.BMP,0.0013997814385220408,0.99860018491745,1,0.015288835842587195,12.197142384939136,0.7477158406684922,0.3815023382555397,True,7,0.0
12,unlabeled_pool/6Oct13-191.BMP,0.8660811185836792,0.13391883671283722,0,0.5680885410055594,6.714707154603148,0.19004400981159128,0.37906627540857535,False,,7.190911796964187
13,unlabeled_pool/6Oct13-276.BMP,0.8893033266067505,0.11069664359092712,0,0.5020137141548258,7.056443461955198,0.22480533469451475,0.3634095244246702,False,,9.732342367144541
14,unlabeled_pool/6Oct13-783-1.BMP,0.0002032054035225883,0.9997968077659607,1,0.0027853829153079717,11.92525898381457,0.7200599345401775,0.3614226587277427,False,,10.88917981706477
15,unlabeled_pool/6Oct13-609-1.BMP,0.0001668376789893955,0.9998331069946289,1,0.0023344462362935923,11.557095795833787,0.6826104744974413,0.34247246036686746,True,2,0.0
16,unlabeled_pool/6Oct13-337-1.BMP,0.0018762738909572363,0.9981237053871155,1,0.0196995071022861,11.304378109352465,0.6569040996860926,0.33830180339418936,True,9,0.0
17,unlabeled_pool/6Oct13-725-1.BMP,0.0021511733066290617,0.9978488683700562,1,0.022160903002083964,11.266576310725673,0.6530589109398145,0.3376099069709492,False,,11.441147543219396
18,unlabeled_pool/6Oct13-259-1.BMP,0.0007771197706460953,0.9992228746414185,1,0.009148036425622182,11.380108619143357,0.6646073866876657,0.336877711556644,True,12,0.0
19,unlabeled_pool/6Oct13-633-1.BMP,0.0005271562840789557,0.9994729161262512,1,0.006500679531560925,11.389146091953181,0.6655266759809139,0.3360136777562374,True,14,0.0
