filename,label
unlabeled_pool/6Oct13-460.BMP,0
unlabeled_pool/6Oct13-726-1.BMP,1
unlabeled_pool/6Oct13-643-1.BMP,1
unlabeled_pool/6Oct13-380-2.BMP,1
unlabeled_pool/6Oct13-623-1.BMP,1
unlabeled_pool/6Oct13-772.BMP,0
unlabeled_pool/6Oct13-726-3.BMP,1
unlabeled_pool/6Oct13-776-2.BMP,1
unlabeled_pool/6Oct13-871.BMP,1
unlabeled_pool/6Oct13-211.BMP,0
unlabeled_pool/6Oct13-459.BMP,0
unlabeled_pool/6Oct13-136.BMP,0
unlabeled_pool/6Oct13-726-4.BMP,1
unlabeled_pool/6Oct13-209.BMP,0
unlabeled_pool/6Oct13-451-1.BMP,0
unlabeled_pool/6Oct13-376.BMP,0
unlabeled_pool/6Oct13-9.BMP,0
unlabeled_pool/6Oct13-607.BMP,0
unlabeled_pool/6Oct13-335.BMP,0
unlabeled_pool/6Oct13-208.BMP,0
