filename,label
unlabeled_pool/6Oct13-375.BMP,1
unlabeled_pool/6Oct13-609-1.BMP,1
unlabeled_pool/6Oct13-739-1.BMP,1
unlabeled_pool/6Oct13-761-2.BMP,1
unlabeled_pool/6Oct13-637-3.BMP,1
unlabeled_pool/6Oct13-730-1.BMP,1
unlabeled_pool/6Oct13-689-1.BMP,1
unlabeled_pool/6Oct13-784-1.BMP,1
unlabeled_pool/6Oct13-337-1.BMP,1
unlabeled_pool/6Oct13-347-1.BMP,1
unlabeled_pool/6Oct13-637-1.BMP,1
unlabeled_pool/6Oct13-259-1.BMP,1
unlabeled_pool/6Oct13-650-1.BMP,1
unlabeled_pool/6Oct13-633-1.BMP,1
unlabeled_pool/6Oct13-703-3.BMP,1
unlabeled_pool/6Oct13-303-1.BMP,1
unlabeled_pool/6Oct13-682-2.BMP,1
unlabeled_pool/6Oct13-718.BMP,0
unlabeled_pool/6Oct13-703-1.BMP,1
unlabeled_pool/6Oct13-249-1.BMP,1
