rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,preselected_top40
1,unlabeled_pool/6Oct13-382.BMP,0.17757683992385864,0.8224232196807861,1,0.67474720883797,9.186214158519281,0.5483346544822921,0.611540931660131,True
2,unlabeled_pool/6Oct13-430.BMP,0.6794308423995972,0.32056915760040283,0,0.9049993219348001,6.330923092070836,0.19815864832818714,0.5515789851314936,True
3,unlabeled_pool/6Oct13-191.BMP,0.7604506015777588,0.23954936861991882,0,0.7942901229561345,6.4981048778348285,0.21866200461591054,0.5064760637860225,True
4,unlabeled_pool/6Oct13-793-2.BMP,0.00042335796752013266,0.9995766282081604,1,0.00535474631942316,12.869036520464663,1.0,0.5026773731597116,True
5,unlabeled_pool/6Oct13-196.BMP,0.8031222820281982,0.19687777757644653,0,0.7156394605861733,6.9973745288750795,0.27989297838584354,0.4977662194860084,True
6,unlabeled_pool/6Oct13-366.BMP,0.7936329245567322,0.2063671201467514,0,0.7344809432217047,6.689179723417217,0.24209563178225718,0.48828828750198094,True
7,unlabeled_pool/6Oct13-761-1.BMP,0.0007914562011137605,0.9992086291313171,1,0.009295788750750166,12.50509727321487,0.9553660943424646,0.4823309415466074,True
8,unlabeled_pool/6Oct13-293-1.BMP,0.8910843133926392,0.10891565680503845,0,0.49663660124344455,8.210820071717615,0.42871126135222265,0.46267393129783363,True
9,unlabeled_pool/6Oct13-783-1.BMP,0.00043142682989127934,0.999568521976471,1,0.005445103332218191,11.938366946586044,0.8858616698453352,0.4456533865887767,True
10,unlabeled_pool/6Oct13-213.BMP,0.8868743777275085,0.11312559992074966,0,0.5092723454912154,7.752312057490975,0.3724793391155713,0.44087584230339333,True
11,unlabeled_pool/6Oct13-321.BMP,0.8328991532325745,0.16710087656974792,0,0.651029612155081,6.461991377586874,0.21423300561343625,0.43263130888425866,True
12,unlabeled_pool/6Oct13-276.BMP,0.855401873588562,0.14459817111492157,0,0.5961554203014712,6.871377852173747,0.26444060872923886,0.430298014515355,True
13,unlabeled_pool/6Oct13-725-1.BMP,0.0038023025263100863,0.9961976408958435,1,0.03604157364205346,11.246193451070932,0.8009727584928769,0.4185071660674652,True
14,unlabeled_pool/6Oct13-749.BMP,0.8358981013298035,0.16410186886787415,0,0.6440328743766565,5.938259457132125,0.15000195248007447,0.3970174134283655,True
15,unlabeled_pool/6Oct13-281.BMP,0.8649610877037048,0.13503895699977875,0,0.5710972902242485,6.5216356927590295,0.22154784938618027,0.3963225698052144,True
16,unlabeled_pool/6Oct13-256.BMP,0.8592267036437988,0.1407732367515564,0,0.5862603452806594,6.35919570300457,0.20162603212546792,0.39394318870306366,True
