rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-382.BMP,0.17757683992385864,0.8224232196807861,1,0.67474720883797,9.186214158519281,0.5483346544822921,0.611540931660131,True,1,0.0
2,unlabeled_pool/6Oct13-430.BMP,0.6794308423995972,0.32056915760040283,0,0.9049993219348001,6.330923092070836,0.19815864832818714,0.5515789851314936,False,,9.13926058603457
3,unlabeled_pool/6Oct13-191.BMP,0.7604506015777588,0.23954936861991882,0,0.7942901229561345,6.4981048778348285,0.21866200461591054,0.5064760637860225,False,,7.507149869935591
4,unlabeled_pool/6Oct13-793-2.BMP,0.00042335796752013266,0.9995766282081604,1,0.00535474631942316,12.869036520464663,1.0,0.5026773731597116,True,2,0.0
5,unlabeled_pool/6Oct13-196.BMP,0.8031222820281982,0.19687777757644653,0,0.7156394605861733,6.9973745288750795,0.27989297838584354,0.4977662194860084,False,,7.860635273773762
6,unlabeled_pool/6Oct13-366.BMP,0.7936329245567322,0.2063671201467514,0,0.7344809432217047,6.689179723417217,0.24209563178225718,0.48828828750198094,False,,10.02007806166476
7,unlabeled_pool/6Oct13-761-1.BMP,0.0007914562011137605,0.9992086291313171,1,0.009295788750750166,12.50509727321487,0.9553660943424646,0.4823309415466074,True,18,0.0
8,unlabeled_pool/6Oct13-293-1.BMP,0.8910843133926392,0.10891565680503845,0,0.49663660124344455,8.210820071717615,0.42871126135222265,0.46267393129783363,True,10,0.0
9,unlabeled_pool/6Oct13-783-1.BMP,0.00043142682989127934,0.999568521976471,1,0.005445103332218191,11.938366946586044,0.8858616698453352,0.4456533865887767,False,,10.571300957052244
10,unlabeled_pool/6Oct13-213.BMP,0.8868743777275085,0.11312559992074966,0,0.5092723454912154,7.752312057490975,0.3724793391155713,0.44087584230339333,False,,9.367667366820339
11,unlabeled_pool/6Oct13-321.BMP,0.8328991532325745,0.16710087656974792,0,0.651029612155081,6.461991377586874,0.21423300561343625,0.43263130888425866,False,,9.20141708476454
12,unlabeled_pool/6Oct13-276.BMP,0.855401873588562,0.14459817111492157,0,0.5961554203014712,6.871377852173747,0.26444060872923886,0.430298014515355,False,,8.65685564443576
13,unlabeled_pool/6Oct13-725-1.BMP,0.0038023025263100863,0.9961976408958435,1,0.03604157364205346,11.246193451070932,0.8009727584928769,0.4185071660674652,True,3,0.0
14,unlabeled_pool/6Oct13-749.BMP,0.8358981013298035,0.16410186886787415,0,0.6440328743766565,5.938259457132125,0.15000195248007447,0.3970174134283655,False,,7.382234616947759
15,unlabeled_pool/6Oct13-281.BMP,0.8649610877037048,0.13503895699977875,0,0.5710972902242485,6.5216356927590295,0.22154784938618027,0.3963225698052144,False,,7.51009677758495
16,unlabeled_pool/6Oct13-256.BMP,0.8592267036437988,0.1407732367515564,0,0.5862603452806594,6.35919570300457,0.20162603212546792,0.39394318870306366,False,,8.452832495819694
17,unlabeled_pool/6Oct13-625-4.BMP,0.0007181898690760136,0.9992818236351013,1,0.008536043406541446,10.996624748594597,0.7703653810100171,0.38945071220827926,True,20,0.0
18,unlabeled_pool/6Oct13-730-2.BMP,0.007746783085167408,0.9922532439231873,1,0.06545469586504879,10.531649200746054,0.713340273406032,0.3893974846355404,False,,9.065536183215476
19,unlabeled_pool/6Oct13-619-1.BMP,0.008059357292950153,0.9919406771659851,1,0.06763395824583182,10.489932538278032,0.7082240964863524,0.38792902736609214,True,7,0.0
20,unlabeled_pool/6Oct13-473-1.BMP,0.0014403501991182566,0.9985596537590027,1,0.015672473923609254,10.73814857711038,0.7386655818266958,0.37716902787515255,False,,10.742676129326853
21,unlabeled_pool/6Oct13-793-1.BMP,0.001788402209058404,0.9982116222381592,1,0.018900724413383224,10.361016550146637,0.6924136992964739,0.35565721185492855,False,,9.075674280037829
22,unlabeled_pool/6Oct13-784-2.BMP,0.002452389569953084,0.9975475668907166,1,0.024799902897768008,10.293908220513224,0.6841834606609669,0.35449168177936746,True,13,0.0
23,unlabeled_pool/6Oct13-612-4.BMP,0.00022759148851037025,0.9997723698616028,1,0.0030825085825991255,10.463573027034803,0.7049913373187172,0.3540369229506582,True,6,0.0
24,unlabeled_pool/6Oct13-703-2.BMP,0.000707268132828176,0.9992927312850952,1,0.008421895045320352,10.381801775340248,0.6949628219518975,0.3516923584986089,True,14,0.0
25,unlabeled_pool/6Oct13-198.BMP,0.8999468684196472,0.10005316138267517,0,0.46916405007444795,6.582190166441147,0.22897431598986115,0.34906918303215456,False,,9.775568000314873
26,unlabeled_pool/6Oct13-648-2.BMP,0.0017478355439379811,0.9982520937919617,1,0.01853003957414106,10.21967689982667,0.6750796506448852,0.3468048451095131,True,9,0.0
27,unlabeled_pool/6Oct13-371.BMP,0.8904650211334229,0.10953497141599655,0,0.4985117057470852,6.279885199071755,0.19189930554420642,0.3452055056456458,False,,9.155157352572761
28,unlabeled_pool/6Oct13-778-1.BMP,0.00041397029417566955,0.9995860457420349,1,0.0052493609350261145,10.300583626207443,0.6850021396856478,0.345125750310337,True,12,0.0
29,unlabeled_pool/6Oct13-610-2.BMP,0.0026026072446256876,0.9973974227905273,1,0.026095369704163394,10.078794993125314,0.6578017401692223,0.34194855493669285,False,,8.160290406962133
30,unlabeled_pool/6Oct13-610-1.BMP,0.0013707255711778998,0.9986293315887451,1,0.0150128584715592,10.13845501036069,0.6651185096601013,0.34006568406583026,True,19,0.0
31,unlabeled_pool/6Oct13-791-2.BMP,0.0022069455590099096,0.9977930784225464,1,0.022653897797494073,10.026257070702199,0.6513584321429606,0.33700616497022734,True,15,0.0
32,unlabeled_pool/6Oct13-688-2.BMP,0.0005041780532337725,0.9994958639144897,1,0.006249786269033211,10.095404006659265,0.6598386876782947,0.3330442369736639,True,11,0.0
33,unlabeled_pool/6Oct13-248.BMP,0.899739146232605,0.10026083141565323,0,0.4698218935928043,6.22982600277923,0.18575999119023945,0.32779094239152184,True,16,0.0
34,unlabeled_pool/6Oct13-719-1.BMP,0.0011169746285304427,0.998883068561554,1,0.012563754256860824,9.94006784153284,0.6407880912069076,0.3266759227318842,False,,9.999707533624683
35,unlabeled_pool/6Oct13-758-2.BMP,0.004303108900785446,0.9956969022750854,1,0.04001886003932754,9.701866794421495,0.6115748553587916,0.3257968576990596,True,17,0.0
