rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-377.BMP,0.648098349571228,0.35190168023109436,0,0.9357549355803256,9.260357839320212,0.3609849467315403,0.6483699411559329,True,1,0.0
2,unlabeled_pool/6Oct13-375.BMP,0.35941386222839355,0.6405861973762512,1,0.9421955273701051,7.5409609846848085,0.21965718822876257,0.5809263577994339,False,,9.149248809884833
3,unlabeled_pool/6Oct13-718.BMP,0.7857075333595276,0.2142924666404724,0,0.7496079141446059,8.864108960002644,0.3284148243818257,0.5390113692632158,False,,9.372517936391198
4,unlabeled_pool/6Oct13-430.BMP,0.6591137051582336,0.34088629484176636,0,0.9256643041930083,6.601051965382574,0.14240030914560498,0.5340323066693067,False,,10.095366099679913
5,unlabeled_pool/6Oct13-280.BMP,0.14838778972625732,0.8516122698783875,1,0.6057909267171466,10.238135671717943,0.44135449550321026,0.5235727111101784,True,17,0.0
6,unlabeled_pool/6Oct13-382.BMP,0.166802778840065,0.8331972360610962,1,0.650338350552722,9.482679291989824,0.3792589086084452,0.5147986295805836,False,,10.496885593169571
7,unlabeled_pool/6Oct13-726-2.BMP,0.002230337355285883,0.9977697134017944,1,0.022860009052074297,17.03463010044059,1.0,0.5114300045260372,True,12,0.0
8,unlabeled_pool/6Oct13-366.BMP,0.7728353142738342,0.22716465592384338,0,0.7730358545043913,6.968495596375692,0.17260275170816908,0.4728193031062802,False,,11.047934958562914
9,unlabeled_pool/6Oct13-776-1.BMP,0.041485968977212906,0.9585140347480774,1,0.2490642998216929,13.110512273892915,0.6774527212658101,0.4632585105437515,True,10,0.0
10,unlabeled_pool/6Oct13-191.BMP,0.8171186447143555,0.18288134038448334,0,0.6863399545113077,6.781328926539995,0.15721837674959235,0.42177916563045004,False,,9.683686982729004
11,unlabeled_pool/6Oct13-730-1.BMP,0.0011410514125600457,0.9988589286804199,1,0.012799535706550293,14.72115107225471,0.8098409889984204,0.41132026235248537,False,,12.035334645786957
12,unlabeled_pool/6Oct13-726-6.BMP,0.00044258389971219003,0.9995574355125427,1,0.005569508499333632,14.577135708645724,0.798003484193204,0.40178649634626884,True,2,0.0
13,unlabeled_pool/6Oct13-220.BMP,0.8765556812286377,0.12344428896903992,0,0.5391810284959562,7.970256823175699,0.2549436425600713,0.39706233552801373,True,16,0.0
14,unlabeled_pool/6Oct13-631-1.BMP,0.0006103488267399371,0.9993896484375,1,0.007397635000825917,14.34280754962272,0.7787426175820306,0.39307012629142823,True,6,0.0
15,unlabeled_pool/6Oct13-276.BMP,0.8613330721855164,0.13866695761680603,0,0.5807369823525277,7.015890509023047,0.176498429864627,0.37861770610857737,False,,8.996442190262872
16,unlabeled_pool/6Oct13-281.BMP,0.8709274530410767,0.12907247245311737,0,0.5548890317130492,6.801275589020545,0.15885791510886504,0.3568734734109571,False,,9.053041678835225
17,unlabeled_pool/6Oct13-371.BMP,0.871569037437439,0.12843096256256104,0,0.553119338093874,6.645140722272196,0.14602423411067972,0.3495717861022769,False,,9.134095009621655
18,unlabeled_pool/6Oct13-795-1.BMP,0.003160905558615923,0.9968390464782715,1,0.03080580847436692,12.48098180946017,0.6257077566244978,0.32825678254943236,True,3,0.0
