rank,filename,p_no_defect,p_defect,predicted_label,uncertainty_entropy,drift_novelty_raw,drift_norm,information_score,selected,kcenter_order,distance_to_nearest_selected_final
1,unlabeled_pool/6Oct13-460.BMP,0.6476412415504456,0.35235878825187683,0,0.9361570054490373,11.237602800771825,0.4341771188743337,0.6851670621616855,True,1,0.0
2,unlabeled_pool/6Oct13-211.BMP,0.7619858980178833,0.2380140870809555,0,0.7917221647957177,12.382970372537022,0.5148311980436014,0.6532766814196596,True,10,0.0
3,unlabeled_pool/6Oct13-376.BMP,0.33684834837913513,0.6631516814231873,1,0.9217707875050741,10.14325142695316,0.35711547986971387,0.639443133687394,True,16,0.0
4,unlabeled_pool/6Oct13-209.BMP,0.5423693656921387,0.4576306939125061,0,0.9948140184151136,9.087868299133868,0.2827978927095837,0.6388059555623486,True,14,0.0
5,unlabeled_pool/6Oct13-366.BMP,0.5582441687583923,0.4417557716369629,0,0.9901894086563625,7.369436373751498,0.1617899752746731,0.5759896919655179,False,,8.465066513226894
6,unlabeled_pool/6Oct13-196.BMP,0.6096158623695374,0.3903841972351074,0,0.9650469935268732,7.617570425378668,0.17926298912444158,0.5721549913256574,False,,7.784791076545204
7,unlabeled_pool/6Oct13-191.BMP,0.4601801037788391,0.5398198366165161,1,0.9954200402056815,7.1530697955610165,0.1465539518729768,0.5709869960393291,False,,8.633148401053974
8,unlabeled_pool/6Oct13-208.BMP,0.5588970184326172,0.4411030411720276,0,0.989967697677101,7.102712227238144,0.14300789085081492,0.566487794263958,True,20,0.0
9,unlabeled_pool/6Oct13-276.BMP,0.6147813200950623,0.38521867990493774,0,0.9616445732720418,7.350591595914688,0.16046297052873387,0.5610537719003879,False,,8.671925667129461
10,unlabeled_pool/6Oct13-718.BMP,0.24750524759292603,0.752494752407074,1,0.8073000379561583,9.33180593155889,0.29997540463062555,0.553637721293392,False,,9.291967381987416
11,unlabeled_pool/6Oct13-213.BMP,0.7050208449363708,0.29497918486595154,0,0.8750665945867518,8.235910137486329,0.22280501119948015,0.5489358028931159,False,,8.20263072691308
12,unlabeled_pool/6Oct13-281.BMP,0.7030491232872009,0.2969508767127991,0,0.8775316761792837,7.172277546090601,0.14790651629863896,0.5127190962389614,False,,7.7769004035819
13,unlabeled_pool/6Oct13-643-1.BMP,0.0013598629739135504,0.9986401200294495,1,0.014909611987042418,19.272846474485885,1.0,0.5074548059935212,True,3,0.0
14,unlabeled_pool/6Oct13-335.BMP,0.2378675788640976,0.7621324062347412,1,0.7914761335276456,7.910273805145204,0.19987446979384724,0.4956753016607464,True,19,0.0
15,unlabeled_pool/6Oct13-871.BMP,0.03471515700221062,0.9652848243713379,1,0.21751301223446826,15.994695319471852,0.7691603383027066,0.49333667526858743,True,9,0.0
16,unlabeled_pool/6Oct13-776-1.BMP,0.07883258163928986,0.9211673736572266,1,0.398052361380176,13.366685233691372,0.5841020751378879,0.49107721825903194,False,,9.07869419557694
17,unlabeled_pool/6Oct13-293-1.BMP,0.8231663703918457,0.17683357000350952,0,0.6731009206386354,9.239508817459656,0.29347605985156755,0.48328849024510145,False,,9.357290342263823
18,unlabeled_pool/6Oct13-136.BMP,0.11276456713676453,0.8872354626655579,1,0.5081987834619349,11.482171790075482,0.4513990894555723,0.4797989364587536,True,12,0.0
19,unlabeled_pool/6Oct13-749.BMP,0.7327872514724731,0.26721271872520447,0,0.8374365978134362,6.5447325508853025,0.10371627992974868,0.4705764388715924,False,,7.836574231709691
20,unlabeled_pool/6Oct13-220.BMP,0.8071431517601013,0.19285687804222107,0,0.7074096840172014,8.338921773424605,0.23005884729990084,0.46873426565855114,False,,8.996119732740844
21,unlabeled_pool/6Oct13-321.BMP,0.7591144442558289,0.24088549613952637,0,0.7965097924414247,7.002809667606846,0.1359729885606294,0.4662413905010271,False,,8.561045672396023
22,unlabeled_pool/6Oct13-380-2.BMP,0.0317610464990139,0.968238890171051,1,0.2031480469168534,15.428353846737465,0.7292799094301115,0.4662139781734824,True,4,0.0
23,unlabeled_pool/6Oct13-430.BMP,0.23957306146621704,0.760426938533783,1,0.7943295743883414,6.933947892720033,0.13112390501717114,0.46272673970275624,False,,8.321164731949072
24,unlabeled_pool/6Oct13-256.BMP,0.759869396686554,0.24013055860996246,0,0.7952573731653855,6.875592302261794,0.12701464216670083,0.4611360076660431,False,,7.600012214959425
25,unlabeled_pool/6Oct13-607.BMP,0.8344098329544067,0.16559019684791565,0,0.6475168721237512,8.793167836190667,0.262045782159772,0.45478132714176156,True,18,0.0
26,unlabeled_pool/6Oct13-726-1.BMP,0.00595755223184824,0.9940424561500549,1,0.052601919012121426,17.199403543411552,0.8539930460418947,0.4532974825270081,True,2,0.0
27,unlabeled_pool/6Oct13-371.BMP,0.770244836807251,0.22975514829158783,0,0.777584243661462,6.8876079091698195,0.12786075282559883,0.4527224982435304,False,,9.342433668020615
28,unlabeled_pool/6Oct13-726-2.BMP,0.0047773034311831,0.9952227473258972,1,0.043706669883262154,17.210355320699566,0.8547642443316023,0.4492354571074322,False,,10.427559358694534
29,unlabeled_pool/6Oct13-199.BMP,0.7957325577735901,0.2042674422264099,0,0.7303813091462953,6.961796260353294,0.13308492129107033,0.4317331152186828,False,,9.318686192310373
30,unlabeled_pool/6Oct13-459.BMP,0.8432266116142273,0.1567734330892563,0,0.6265343454389931,8.26747441445647,0.22502769303230605,0.4257810192356496,True,11,0.0
31,unlabeled_pool/6Oct13-198.BMP,0.8170668482780457,0.18293315172195435,0,0.6864518181167821,7.034158053115045,0.13818046782661766,0.4123161429716999,False,,8.647571564561991
32,unlabeled_pool/6Oct13-9.BMP,0.8101188540458679,0.18988116085529327,0,0.7012227744279869,6.429169031287428,0.09557856982821196,0.39840067212809943,True,17,0.0
33,unlabeled_pool/6Oct13-776-2.BMP,0.023895999416708946,0.9761040806770325,1,0.16278913317082583,13.927339829645817,0.623582047579428,0.3931855903751269,True,8,0.0
34,unlabeled_pool/6Oct13-377.BMP,0.0981440544128418,0.901856005191803,1,0.46308454705482927,9.659696011459392,0.3230646496162817,0.39307459833555547,False,,9.287846894009602
35,unlabeled_pool/6Oct13-623-1.BMP,0.0008933647186495364,0.9991065859794617,1,0.010336759621342305,16.006349923167203,0.7699810279680187,0.3901588937946805,True,5,0.0
36,unlabeled_pool/6Oct13-367.BMP,0.8202316761016846,0.17976826429367065,0,0.679569900853609,6.294272144300826,0.08607944965848571,0.38282467525604735,False,,6.569928147266136
37,unlabeled_pool/6Oct13-726-3.BMP,0.00472207460552454,0.9952778816223145,1,0.04328093112791923,14.593469916673893,0.6704893549806609,0.35688514305429003,True,7,0.0
38,unlabeled_pool/6Oct13-451-1.BMP,0.07849415391683578,0.921505868434906,1,0.39685086579155515,9.478761338016728,0.31032365726059635,0.3535872615260758,True,15,0.0
39,unlabeled_pool/6Oct13-772.BMP,0.036989446729421616,0.9630106091499329,1,0.22831432517677833,11.763716333071836,0.47122479119558836,0.3497695581861833,True,6,0.0
40,unlabeled_pool/6Oct13-726-4.BMP,0.0008841289673000574,0.9991158843040466,1,0.010243068194914473,14.761856621985103,0.6823467490574741,0.3462949086261943,True,13,0.0
