filename,selected
unlabeled_pool/6Oct13-419.BMP,False
unlabeled_pool/6Oct13-210.BMP,False
unlabeled_pool/6Oct13-584-1.BMP,True
unlabeled_pool/6Oct13-679-2.BMP,True
unlabeled_pool/6Oct13-610-1.BMP,False
unlabeled_pool/6Oct13-689-1.BMP,False
unlabeled_pool/6Oct13-412-1.BMP,True
unlabeled_pool/6Oct13-337-1.BMP,True
unlabeled_pool/6Oct13-637-3.BMP,True
unlabeled_pool/6Oct13-455.BMP,False
unlabeled_pool/6Oct13-476-1.BMP,True
unlabeled_pool/6Oct13-703-3.BMP,False
unlabeled_pool/6Oct13-198.BMP,True
unlabeled_pool/6Oct13-759-1.BMP,False
unlabeled_pool/6Oct13-528.BMP,False
unlabeled_pool/6Oct13-726-2.BMP,True
unlabeled_pool/6Oct13-191.BMP,True
unlabeled_pool/6Oct13-251.BMP,True
unlabeled_pool/6Oct13-136.BMP,True
unlabeled_pool/6Oct13-340-1.BMP,False
unlabeled_pool/6Oct13-625-4.BMP,True
unlabeled_pool/6Oct13-742-1.BMP,True
unlabeled_pool/6Oct13-650-1.BMP,False
unlabeled_pool/6Oct13-146.BMP,True
unlabeled_pool/6Oct13-381-1.BMP,False
unlabeled_pool/6Oct13-688-2.BMP,False
unlabeled_pool/6Oct13-545-3.BMP,True
unlabeled_pool/6Oct13-321.BMP,False
unlabeled_pool/6Oct13-332.BMP,False
unlabeled_pool/6Oct13-643-1.BMP,False
unlabeled_pool/6Oct13-783-1.BMP,False
unlabeled_pool/6Oct13-9.BMP,False
unlabeled_pool/6Oct13-584-2.BMP,True
unlabeled_pool/6Oct13-739-1.BMP,False
unlabeled_pool/6Oct13-192.BMP,True
unlabeled_pool/6Oct13-682-2.BMP,True
unlabeled_pool/6Oct13-430.BMP,True
unlabeled_pool/6Oct13-730-1.BMP,True
unlabeled_pool/6Oct13-7.BMP,False
unlabeled_pool/6Oct13-784-1.BMP,False
