filename,label
unlabeled_pool/6Oct13-236-5.BMP,1
unlabeled_pool/6Oct13-180.BMP,0
unlabeled_pool/6Oct13-746-1.BMP,1
unlabeled_pool/6Oct13-196.BMP,0
unlabeled_pool/6Oct13-423-1.BMP,1
unlabeled_pool/6Oct13-721-1.BMP,1
unlabeled_pool/6Oct13-248.BMP,0
unlabeled_pool/6Oct13-727-2.BMP,1
unlabeled_pool/6Oct13-245.BMP,0
unlabeled_pool/6Oct13-511.BMP,1
unlabeled_pool/6Oct13-726-1.BMP,1
unlabeled_pool/6Oct13-214.BMP,1
unlabeled_pool/6Oct13-703-1.BMP,1
unlabeled_pool/6Oct13-395-1.BMP,1
unlabeled_pool/6Oct13-720.BMP,1
unlabeled_pool/6Oct13-632-2.BMP,1
unlabeled_pool/6Oct13-82.BMP,1
unlabeled_pool/6Oct13-741.BMP,1
unlabeled_pool/6Oct13-791-2.BMP,1
unlabeled_pool/6Oct13-474.BMP,1
