filename,selected
unlabeled_pool/6Oct13-256.BMP,False
unlabeled_pool/6Oct13-726-4.BMP,False
unlabeled_pool/6Oct13-210.BMP,False
unlabeled_pool/6Oct13-459.BMP,True
unlabeled_pool/6Oct13-788-1.BMP,True
unlabeled_pool/6Oct13-338-1.BMP,True
unlabeled_pool/6Oct13-205.BMP,True
unlabeled_pool/6Oct13-202.BMP,True
unlabeled_pool/6Oct13-251.BMP,False
unlabeled_pool/6Oct13-648-2.BMP,True
unlabeled_pool/6Oct13-223.BMP,False
unlabeled_pool/6Oct13-793-1.BMP,True
unlabeled_pool/6Oct13-328-1.BMP,True
unlabeled_pool/6Oct13-610-1.BMP,False
unlabeled_pool/6Oct13-758-2.BMP,False
unlabeled_pool/6Oct13-337-1.BMP,False
unlabeled_pool/6Oct13-584-1.BMP,False
unlabeled_pool/6Oct13-369.BMP,True
unlabeled_pool/6Oct13-701-1.BMP,True
unlabeled_pool/6Oct13-760.BMP,False
unlabeled_pool/6Oct13-718.BMP,False
unlabeled_pool/6Oct13-213.BMP,True
unlabeled_pool/6Oct13-401.BMP,True
unlabeled_pool/6Oct13-7.BMP,False
unlabeled_pool/6Oct13-473-1.BMP,True
unlabeled_pool/6Oct13-380-1.BMP,False
unlabeled_pool/6Oct13-9.BMP,False
unlabeled_pool/6Oct13-468.BMP,True
unlabeled_pool/6Oct13-460.BMP,True
unlabeled_pool/6Oct13-733-1.BMP,True
unlabeled_pool/6Oct13-209.BMP,False
unlabeled_pool/6Oct13-793-2.BMP,True
unlabeled_pool/6Oct13-709-1.BMP,True
unlabeled_pool/6Oct13-696-1.BMP,False
unlabeled_pool/6Oct13-609-1.BMP,False
unlabeled_pool/6Oct13-646-1.BMP,True
unlabeled_pool/6Oct13-238.BMP,True
unlabeled_pool/6Oct13-430.BMP,False
unlabeled_pool/6Oct13-287-1.BMP,False
unlabeled_pool/6Oct13-371.BMP,False
