filename,label
unlabeled_pool/6Oct13-709-1.BMP,1
unlabeled_pool/6Oct13-460.BMP,0
unlabeled_pool/6Oct13-369.BMP,1
unlabeled_pool/6Oct13-648-2.BMP,1
unlabeled_pool/6Oct13-205.BMP,0
unlabeled_pool/6Oct13-401.BMP,1
unlabeled_pool/6Oct13-788-1.BMP,1
unlabeled_pool/6Oct13-213.BMP,0
unlabeled_pool/6Oct13-733-1.BMP,1
unlabeled_pool/6Oct13-468.BMP,0
unlabeled_pool/6Oct13-328-1.BMP,1
unlabeled_pool/6Oct13-338-1.BMP,1
unlabeled_pool/6Oct13-793-2.BMP,1
unlabeled_pool/6Oct13-238.BMP,1
unlabeled_pool/6Oct13-793-1.BMP,1
unlabeled_pool/6Oct13-473-1.BMP,1
unlabeled_pool/6Oct13-646-1.BMP,1
unlabeled_pool/6Oct13-459.BMP,0
unlabeled_pool/6Oct13-701-1.BMP,1
unlabeled_pool/6Oct13-202.BMP,0
