filename,selected
unlabeled_pool/6Oct13-199.BMP,False
unlabeled_pool/6Oct13-380-2.BMP,True
unlabeled_pool/6Oct13-772.BMP,True
unlabeled_pool/6Oct13-795-1.BMP,True
unlabeled_pool/6Oct13-259-1.BMP,True
unlabeled_pool/6Oct13-637-3.BMP,False
unlabeled_pool/6Oct13-476-1.BMP,False
unlabeled_pool/6Oct13-757-1.BMP,False
unlabeled_pool/6Oct13-84.BMP,False
unlabeled_pool/6Oct13-229-1.BMP,False
unlabeled_pool/6Oct13-637-1.BMP,True
unlabeled_pool/6Oct13-726-6.BMP,True
unlabeled_pool/6Oct13-682-2.BMP,False
unlabeled_pool/6Oct13-727-2.BMP,False
unlabeled_pool/6Oct13-191.BMP,False
unlabeled_pool/6Oct13-689-1.BMP,False
unlabeled_pool/6Oct13-619-1.BMP,True
unlabeled_pool/6Oct13-724-1.BMP,True
unlabeled_pool/6Oct13-479-1.BMP,True
unlabeled_pool/6Oct13-732.BMP,True
unlabeled_pool/6Oct13-706-2.BMP,True
unlabeled_pool/6Oct13-623-1.BMP,True
unlabeled_pool/6Oct13-511.BMP,False
unlabeled_pool/6Oct13-276.BMP,False
unlabeled_pool/6Oct13-208.BMP,True
unlabeled_pool/6Oct13-240.BMP,False
unlabeled_pool/6Oct13-249-1.BMP,True
unlabeled_pool/6Oct13-480-1.BMP,False
unlabeled_pool/6Oct13-263.BMP,True
unlabeled_pool/6Oct13-791-1.BMP,False
unlabeled_pool/6Oct13-269-1.BMP,False
unlabeled_pool/6Oct13-782-1.BMP,False
unlabeled_pool/6Oct13-682-1.BMP,True
unlabeled_pool/6Oct13-250.BMP,False
unlabeled_pool/6Oct13-499-1.BMP,True
unlabeled_pool/6Oct13-726-4.BMP,False
unlabeled_pool/6Oct13-688-1.BMP,True
unlabeled_pool/6Oct13-375.BMP,True
unlabeled_pool/6Oct13-778-1.BMP,False
unlabeled_pool/6Oct13-280.BMP,True
