filename,label
unlabeled_pool/6Oct13-229-1.BMP,1
unlabeled_pool/6Oct13-689-1.BMP,1
unlabeled_pool/6Oct13-732.BMP,1
unlabeled_pool/6Oct13-191.BMP,0
unlabeled_pool/6Oct13-208.BMP,0
unlabeled_pool/6Oct13-476-1.BMP,1
unlabeled_pool/6Oct13-375.BMP,1
unlabeled_pool/6Oct13-757-1.BMP,1
unlabeled_pool/6Oct13-791-1.BMP,1
unlabeled_pool/6Oct13-772.BMP,1
unlabeled_pool/6Oct13-479-1.BMP,1
unlabeled_pool/6Oct13-259-1.BMP,1
unlabeled_pool/6Oct13-480-1.BMP,1
unlabeled_pool/6Oct13-280.BMP,1
unlabeled_pool/6Oct13-199.BMP,0
unlabeled_pool/6Oct13-250.BMP,1
unlabeled_pool/6Oct13-276.BMP,0
unlabeled_pool/6Oct13-263.BMP,1
unlabeled_pool/6Oct13-499-1.BMP,1
unlabeled_pool/6Oct13-249-1.BMP,1
