filename,label
unlabeled_pool/6Oct13-718.BMP,0
unlabeled_pool/6Oct13-607.BMP,0
unlabeled_pool/6Oct13-709-1.BMP,1
unlabeled_pool/6Oct13-758-1.BMP,1
unlabeled_pool/6Oct13-795-1.BMP,1
unlabeled_pool/6Oct13-303-1.BMP,1
unlabeled_pool/6Oct13-648-1.BMP,1
unlabeled_pool/6Oct13-619-1.BMP,1
unlabeled_pool/6Oct13-788-1.BMP,1
unlabeled_pool/6Oct13-649-1.BMP,1
unlabeled_pool/6Oct13-340-1.BMP,1
unlabeled_pool/6Oct13-460.BMP,0
unlabeled_pool/6Oct13-612-4.BMP,1
unlabeled_pool/6Oct13-381-1.BMP,1
unlabeled_pool/6Oct13-338-1.BMP,1
unlabeled_pool/6Oct13-220.BMP,0
unlabeled_pool/6Oct13-793-2.BMP,1
unlabeled_pool/6Oct13-211.BMP,0
unlabeled_pool/6Oct13-209.BMP,0
unlabeled_pool/6Oct13-207.BMP,0
