filename,label
unlabeled_pool/6Oct13-335.BMP,0
unlabeled_pool/6Oct13-377.BMP,0
unlabeled_pool/6Oct13-696-1.BMP,1
unlabeled_pool/6Oct13-701-1.BMP,1
unlabeled_pool/6Oct13-610-2.BMP,1
unlabeled_pool/6Oct13-287-1.BMP,0
unlabeled_pool/6Oct13-328-1.BMP,1
unlabeled_pool/6Oct13-650-1.BMP,1
unlabeled_pool/6Oct13-321.BMP,0
unlabeled_pool/6Oct13-299.BMP,1
unlabeled_pool/6Oct13-271.BMP,1
unlabeled_pool/6Oct13-9.BMP,0
unlabeled_pool/6Oct13-637-3.BMP,1
unlabeled_pool/6Oct13-248.BMP,0
unlabeled_pool/6Oct13-784-1.BMP,1
unlabeled_pool/6Oct13-380-2.BMP,1
unlabeled_pool/6Oct13-474.BMP,1
unlabeled_pool/6Oct13-423-1.BMP,1
unlabeled_pool/6Oct13-609-1.BMP,1
unlabeled_pool/6Oct13-727-2.BMP,1
